"Name","glottocode","iso_code","latitude","longitude","ObjectVerbOrder"
"Temne","timn1235","tem",8.66666666667,-13.0833333333,"VO"
"Tongan","tong1325","ton",-21.1666666667,-175.166666667,"VO"
"Tinani","tina1246","lbf",32.3333333333,77.1666666667,"OV"
"Tanaina","tana1289","tfn",62,-150,NA
"Tungak","tung1290","lcm",-2.55,150.25,"VO"
"Tanana (Lower)","lowe1425","taa",65,-150,NA
"Tunen","tune1241","baz",4.75,10.6666666667,"OV"
"Tondano","tond1251","tdn",1.25,125,"VO"
"Tanna (Southwest)","sout2869","nwi",-19.5666666667,169.333333333,NA
"Tontemboan","tont1239","tnt",1.08333333333,124.5,NA
"Tenyer","west2466","kza",10.6666666667,-4.5,"OV"
"Toaripi","toar1246","tqo",-8.33333333333,146.25,NA
"Toba","toba1269","tob",-26.5,-59,"VO"
"Tod","stod1241","sbu",32.4166666667,77.25,"OV"
"Tofa","kara1462","kim",53.75,98,NA
"Tojolabal","tojo1241","toj",16.3333333333,-91.5,NA
"Tarok","taro1263","yer",9,10.0833333333,NA
"Tol","toll1241","jic",14.6666666667,-87,NA
"Tonkawa","tonk1249","tqw",30.25,-96.75,"OV"
"Toqabaqita","toab1237","mlu",-8.41666666667,160.583333333,NA
"Toratán","rata1244","rth",1.08333333333,124.833333333,NA
"Totonac (Sierra)","high1243","tos",19.9166666667,-97.4166666667,NA
"Totonac (Misantla)","yecu1235","tlc",19.9166666667,-96.9166666667,NA
"Toussian","tusi1238","tsp",11,-4.66666666667,"OV"
"Toussian (Win)","sout2797","wib",10.8333333333,-4.66666666667,NA
"Tasmanian (Oyster Bay to Pitwater)",NA,NA,-42.5,147.75,NA
"Tonga (in Zambia)","tong1318","toi",-17,27,"VO"
"Totonac (Papantla)","papa1238","top",20.3333333333,-97.3333333333,NA
"Tepecano","tepe1278","tep",21.75,-104.75,NA
"Tok Pisin","tokp1240","tpi",-9.5,147.166666667,NA
"Tepehuan (Northern)","nort2959","ntp",26.3333333333,-107,"VO"
"Tupuri","tupu1244","tui",10.1666666667,14.75,"VO"
"Tepehuan (Southeastern)","sout2976","stp",23,-104.5,"VO"
"Tapieté","tapi1253","tpj",-19.75,-61.6666666667,"OV"
"Teribe","teri1250","tfr",9.33333333333,-82.6666666667,"OV"
"Trique (Chicahuaxtla)","chic1273","trs",17.1666666667,-97.8333333333,NA
"Toraja","tora1261","sda",-3,119.75,NA
"Tewa (Rio Grande)","tewa1260","tew",36.25,-106.166666667,NA
"Trique (Copala)","copa1237","trc",17.1666666667,-97.9166666667,"VO"
"Tirmaga","suri1267","suq",5.75,35.25,"VO"
"Terêna","tere1279","ter",-20,-56,NA
"Tairora","nort2920","tbg",-6.5,146,"OV"
"Ternate","tern1247","tft",0.833333333333,127.25,NA
"Trumai","trum1247","tpy",-11.9166666667,-53.5833333333,"No dominant order"
"Torwali","torw1241","trw",34.25,72,"OV"
"Tiruray","tiru1241","tiy",6.75,124.166666667,NA
"Tsakhur","tsak1249","tkr",41.6666666667,47.1666666667,NA
"Timorese","uabm1237","aoz",-9.66666666667,124.5,NA
"Tsafiki","colo1256","cof",-1,-79.3333333333,"OV"
"Tausug","taus1251","tsg",6,121,"VO"
"Tümpisa Shoshone","pana1305","par",37,-117,"OV"
"Tsimshian (Coast)","nucl1649","tsi",52.5,-129,"VO"
"Tewa (San Juan Pueblo)","tewa1260","tew",36.0833333333,-106.083333333,NA
"Tamashek","tama1365","taq",20,-2,"VO"
"Tanzania Sign Language","tanz1238","tza",-6,35,NA
"Tasmanian",NA,NA,-42.1666666667,146.5,NA
"Tsonga","tson1249","tso",-24,32,NA
"Tsou","tsou1248","tsu",23.5,120.75,NA
"Tamil (Spoken)","tami1289","tam",11,78,NA
"Taushiro","taus1253","trr",-3.25,-75.5,"VO"
"Tsat","tsat1238","huq",18.25,109.5,NA
"Tswana","tswa1253","tsn",-24,26,NA
"Tsez","dido1241","ddo",42.25,45.75,"OV"
"Tatar (Baraba)","tata1255","tat",55.3333333333,78.3333333333,NA
"Tetun Dili","tetu1245","tet",-8.58333333333,125.583333333,"VO"
"Tutelo","tute1247","tta",37.6666666667,-78.75,"OV"
"Tetun","tetu1245","tet",-9,126,"VO"
"Tati (Southern)","take1255","tks",36,49.6666666667,NA
"Tsova-Tush","bats1242","bbl",42.5,45.5,"OV"
"Tatuyo","tatu1247","tav",0.416666666667,-70.5,NA
"Tuamotuan","tuam1242","pmt",-17,-144,NA
"Tubar","tuba1279","tbu",27,-108,NA
"Tucano","tuca1252","tuo",0.5,-69.1666666667,"OV"
"Tuareg (Ahaggar)","taha1241","thv",23,6,NA
"Türk Isaret Dili","turk1288","tsm",39,34,NA
"Tukang Besi","tuka1247","bhq",-5.5,123.5,"VO"
"Tulu","tulu1258","tcy",12.75,75.3333333333,"OV"
"Tumleo","tuml1238","tmq",-3.08333333333,142.416666667,"VO"
"Tunica","tuni1252","tun",32.6666666667,-91,"OV"
"Tupi",NA,NA,-6,-36,NA
"Turkish","nucl1301","tur",39,35,"OV"
"Tuscarora","tusc1257","tus",36,-77.5,"No dominant order"
"Tutchone (Northern)","nort2941","ttm",63,-137,NA
"Tuvan","tuvi1240","tyv",52,95,"OV"
"Tuyuca","tuyu1244","tue",0.5,-70.0833333333,"OV"
"Tuvaluan","tuva1244","tvl",-8.5,179.166666667,"OV"
"Tatar","tata1255","tat",56,49.5,"OV"
"Tutsa","tuts1235","tvt",27.5,96.5,"OV"
"Twana","twan1247","twa",47.6666666667,-122.75,NA
"Tarahumara (Western)","lowl1265","tac",27.5,-108,"OV"
"Tiwa (Northern)","nort1550","twf",36.5,-105.5,"No dominant order"
"Tiwa (Southern)","sout2961","tix",35,-106.333333333,NA
"Turkic (West Xorasan)","khor1269","kmz",36.6666666667,56,NA
"Totonac (Xicotepec de Juárez)","xico1235","too",20.4166666667,-97.8333333333,"VO"
"Tyeraity","tyar1236","woa",-13,130.333333333,"OV"
"Tzeltal (Aguacatenango)","tzel1254","tzh",16.4166666667,-92.5,NA
"Tzeltal (Bachajón)","tzel1255","tzb",16.9166666667,-92,NA
"Tzeltal","tzel1253","tzb",16.8333333333,-92.25,NA
"Taiwanese Sign Language (Ziran Shouyu)","taiw1241","tss",24,121,NA
"Tzotzil","tzot1262","tzc",16.5,-92.6666666667,"VO"
"Tzotzil (San Andrés)","tzot1260","tzs",17,-92.8333333333,NA
"Tzeltal (Tenejapa)","tzel1254","tzh",16.6666666667,-92.3333333333,NA
"Tzutujil","cakc1244","tzt",14.6666666667,-91.3333333333,"VO"
"Tzotzil (Zinacantán)","tzot1264","tzz",16.8333333333,-92.8333333333,NA
"Ubykh","ubyk1235","uby",43.6666666667,39.6666666667,"OV"
"Udihe","udih1248","ude",47.6666666667,136.25,"OV"
"Udi","udii1243","udi",41,48,"OV"
"Udmurt","udmu1245","udm",57.5,52.5,"OV"
"Ugandan Sign Language","ugan1238","ugn",1,32.5,NA
"Uradhi","urad1239","urf",-11.9166666667,142.416666667,"OV"
"Ukrainian","ukra1253","ukr",49,33,"VO"
"Upper Kuskokwim","uppe1438","kuu",63,-157,NA
"Ulcha","ulch1241","ulc",52.25,140.333333333,NA
"Uldeme","wuzl1236","udl",10.95,14.1166666667,"VO"
"Ulithian","ulit1238","uli",9.91666666667,139.583333333,"VO"
"Uma","umaa1242","ppk",-1.83333333333,120,NA
"UMbundu","umbu1257","umb",-12.5,15,NA
"Umpila","umpi1239","ump",-13.5,143.5,NA
"Umaua","cari1279","cbd",1,-72,NA
"Una","unaa1239","mtg",-4.66666666667,140,"OV"
"Ungarinjin","ngar1284","ung",-16.3333333333,126,"OV"
"Unami","unam1242","unm",40,-75.1666666667,NA
"Ura","urav1235","uur",-18.6666666667,169.083333333,"VO"
"Urdu","urdu1245","urd",25,67,"OV"
"Urhobo","urho1239","urh",5.58333333333,6,NA
"Urim","urim1252","uri",-3.58333333333,142.666666667,NA
"Urubú-Kaapor","urub1250","urb",-2.33333333333,-46.5,"OV"
"Urak Lawoi'","urak1238","urk",8,98.3333333333,"VO"
"Urum","urum1249","uum",47.1166666667,37.55,NA
"Urarina","urar1246","ura",-4.5,-75.5,"OV"
"Urat","urat1244","urt",-3.66666666667,142.833333333,"VO"
"Uru","uruu1244","ure",-16.75,-69,"OV"
"Usan","usan1239","wnu",-4.83333333333,145.166666667,"OV"
"Urubú Sign Language","urub1243","uks",-2.33333333333,-46,NA
"Usarufa","usar1243","usa",-6.41666666667,145.583333333,"OV"
"Ute","utes1238","ute",39,-109,"OV"
"Uyghur","uigh1240","uig",40,80,"OV"
"Uzbek","uzbe1247","uzn",39,66,"OV"
"Uzbek (Northern)","nort2690","uzn",40.6666666667,66.5,NA
"Vafsi","vafs1240","vaf",34.6666666667,49.9166666667,"OV"
"Vagla","vagl1239","vag",9.41666666667,-2.41666666667,NA
"Vai","vaii1241","vai",6.91666666667,-11.25,"OV"
"Vasavi","vasa1239","vas",24.5,71.5,NA
"Vata","lako1244","dic",5.83333333333,-5.41666666667,NA
"Vedda","vedd1240","ved",7,81,NA
"Venda","vend1245","ven",-22,30,"VO"
"Veps","veps1250","vep",60,35,NA
"Vietnamese","viet1252","vie",10.5,106.5,"VO"
"Vili","vili1238","vif",-5.5,14,NA
"Kariera","kari1304","vka",-20.5,118.5,NA
"Vlaamse Gebarentaal","vlaa1235","bvs",51,4,NA
"Vinmavis","vinm1237","vnm",-16.1666666667,167.416666667,"VO"
"Votic","voti1245","vot",59.5,30,NA
"Wagiman","wage1238","waq",-14,131.25,"OV"
"Wahgi","wahg1249","whg",-5.83333333333,144.716666667,"OV"
"Wai Wai","waiw1244","waw",1,-59,"OV"
"Wakhi","wakh1245","wbl",36.5,72,"OV"
"Walman","valm1241","van",-3.21666666667,142.5,"VO"
"Wambaya","wamb1258","wmb",-18.6666666667,135.75,"VO"
"Wangkumara","ngur1261","nbx",-27.3333333333,143,"No dominant order"
"Waorani","waor1240","auc",-1,-76.5,"OV"
"Wappo","wapp1239","wao",38.5,-122.5,"OV"
"Wari'","wari1268","pav",-11.3333333333,-65,"VO"
"Washo","wash1253","was",39.25,-120,"OV"
"Watjarri","waja1257","wbv",-26,117.5,NA
"Waunana","woun1238","noa",4,-77,"OV"
"Wayampi","waya1270","oym",1,-52,"OV"
"Wambon","wamb1259","wms",-5.5,140.416666667,"OV"
"Wanman","wanm1242","wbt",-22,123,NA
"Wichí","wich1264","mzh",-22.5,-62.5833333333,"VO"
"Western Desert (Ooldea)",NA,NA,-30.5,132,NA
"Welsh (Colloquial)","wels1247","cym",52.75,-3.5833,"VO"
"Wedau","weda1241","wed",-10.1666666667,150.166666667,"OV"
"Welsh","wels1247","cym",52,-3,"VO"
"Wembawemba",NA,NA,-35.3333333333,144,"VO"
"Weri","weri1253","wer",-7.75,146.916666667,NA
"Wetan","luan1263","lex",-8.16666666667,128,NA
"Wangkangurru","wang1290","wgg",-27,137,NA
"Waigali","waig1243","wbk",35,71.25,NA
"Warrongo","waru1264","wrg",-18,145,NA
"Wichita","wich1260","wic",33.3333333333,-97.3333333333,"OV"
"Wikchamni","yoku1256","yok",36.4166666667,-119.083333333,"No dominant order"
"Wintu","wint1259","wit",41,-122.5,"No dominant order"
"Wirangu","wira1260","wiw",-32,134,NA
"Wiyot","wiyo1248","wiy",40.8333333333,-124.166666667,"No dominant order"
"Wagawaga","waka1274","wkw",-26.5,152.5,NA
"Wolof","nucl1347","wol",15.25,-16,"VO"
"Wallisian","wall1257","wls",-13.3,-176.2,NA
"Walmatjari","walm1241","wmt",-19.5,125.75,NA
"Wolio","woli1241","wlo",-5.5,122.75,"VO"
"Warluwara","warl1256","wrb",-22,138.5,"OV"
"Wolaytta","wola1242","wal",6.83333333333,37.75,"OV"
"West Makian","west2600","mqs",0.5,127.583333333,"VO"
"Wambule","wamb1257","wme",29.25,85.9166666667,"OV"
"Wéménugbé","weme1239","wem",6.66666666667,2.5,NA
"Wik Munkan","wikm1247","wim",-13.9166666667,141.75,"OV"
"Wik Ngathana","wikn1245","wig",-13.9166666667,141.5,"OV"
"Wan","wann1242","wan",7.83333333333,-5.86666666667,"OV"
"Winnebago","hoch1243","win",43.5,-88.5,NA
"Wantoat","want1252","wnc",-6.16666666667,146.5,NA
"Wobe","weno1238","wob",7.41666666667,-7.33333333333,NA
"Wogamusin","woga1249","wog",-4.25,142.333333333,NA
"Woisika","kama1365","woi",-8.25,124.833333333,"OV"
"Woleaian","wole1240","woe",7.33333333333,143.833333333,"VO"
"Womo","womo1238",NA,-2.91666666667,141.833333333,"OV"
"Worora","woro1255","unp",-15.6666666667,124.666666667,NA
"Wapishana","wapi1253","wap",2.66666666667,-60,NA
"Warao","wara1303","wba",9.33333333333,-61.6666666667,"OV"
"Warrnambool","warr1257",NA,-38.25,142.5,"VO"
"Wardaman","ward1246","wrr",-15.5,131,"No dominant order"
"Warrgamay","warr1255","wgy",-18.5833333333,146.083333333,"No dominant order"
"Warekena","guar1293","gae",1.5,-67.5,"VO"
"Warlpiri","warl1254","wbp",-20,132.333333333,"No dominant order"
"Warembori","ware1253","wsa",-1.66666666667,137.583333333,"VO"
"Warndarang","wand1263","wnd",-14.4166666667,135.583333333,"VO"
"Waropen","waro1242","wrp",-2.33333333333,136.583333333,NA
"Waris","wari1266","wrs",-3.16666666667,141,NA
"Warumungu","waru1265","wrm",-19.5,134.5,NA
"Warrwa","warr1258","wwr",-17.5,123.5,"No dominant order"
"Waray (in Australia)","wara1290","wrz",-13.1666666667,131.25,"VO"
"Waskia","wask1241","wsk",-4.5,146,"OV"
"Wathawurrung","wath1238",NA,-38,144,"VO"
"Watam","wata1253","wax",-3.91666666667,144.5,"OV"
"Wu (Changzhou)","wuch1236","wuu",31.6666666667,119.916666667,NA
"Waurá","waur1244","wau",-13,-53,NA
"Waama","waam1244","wwa",10.5833333333,1.66666666667,"VO"
"Woiwurrung","woiw1237",NA,-37.5,145.5,NA
"Waray-Waray","wara1300","war",12,125,NA
"Wyandot","wyan1247","wya",44.3333333333,-77.5,"VO"
"Wayana","waya1269","way",3.25,-54.1666666667,NA
"/Xam","xamm1241","xam",-31,21,"VO"
"Xârâcùù","xara1244","ane",-21.6666666667,166,"VO"
"Xasonga","xaas1235","kao",14.25,-10.5,"OV"
"Xavánte","xava1240","xav",-15,-52.5,NA
"Kombio","komb1272","xbi",-3.5,142.75,"VO"
"Xerénte","xere1240","xer",-10,-48.1666666667,"OV"
"Xhosa","xhos1239","xho",-32,27,"VO"
"Xiamen","minn1241","nan",24.5,118.166666667,NA
"Kanashi","kana1283","xns",32.0833333333,77.25,"OV"
"Xokleng","xokl1240","xok",-24.5,-50,NA
"!Xóõ","xooo1239","nmn",-24,21.5,"VO"
"Kàsim","kase1253","xsm",11,-1.33333333333,"VO"
"!Xun (Ekoka)","kung1261","knw",-19.6666666667,18,NA
"Yagua","yagu1244","yad",-3.5,-72,"VO"
"Yahgan","yama1264","yag",-55,-68,"OV"
"Yaka","yaka1269","yaf",-7,17.5,NA
"Yale (Kosarek)","kosa1249","kkl",-4.08333333333,139.5,"OV"
"Yaminahua","yami1256","yaa",-8,-73,"OV"
"Yana","yana1271","ynn",40.5,-122,NA
"Yao (in Malawi)","yaoo1241","yao",-14.5,35.5,"VO"
"Yapese","yape1248","yap",9.58333333333,138.166666667,"VO"
"Yaqui","yaqu1251","yaq",27.5,-110.25,"OV"
"Yareba","yare1248","yrb",-9.5,148.5,"OV"
"Yavapai","hava1248","yuf",34,-113.333333333,NA
"Yawa","nucl1454","yva",-1.75,136.25,NA
"Yay","bouy1240","pcc",22.4166666667,104.75,"VO"
"Yazgulyam","yazg1240","yah",38.5,71.5,NA
"Yamba","yamb1251","yam",6.41666666667,11.0833333333,NA
"Yamphu","yamp1242","ybi",27.5833333333,87.3333333333,"OV"
"Yup'ik (Chevak)","cent2127","esu",61.5,-165.75,NA
"Yucuna","yucu1253","ycn",-0.75,-71,"VO"
"Yucatec","yuca1254","yua",20,-89,NA
"Yiddish (Bessarabian)","east2295","ydd",47,28.5,NA
"Yiddish","yidd1255","yih",52,23,NA
"Yiddish (Lodz)","east2295","ydd",51.75,19.4166666667,NA
"Yei","yeii1239","jei",-7.91666666667,140.916666667,"OV"
"Yelî Dnye","yele1255","yle",-11.3666666667,154.166666667,"OV"
"Yemba","yemb1246","ybb",5.41666666667,10.0833333333,NA
"Yessan-Mayo","yess1239","yss",-4.16666666667,142.583333333,NA
"Yeyi","yeyi1239","yey",-20,23.5,NA
"Yag Dii","diii1241","dur",8,14,NA
"Yaghnobi","yagn1238","yai",39,69,NA
"Yagaria","yaga1260","ygr",-6.33333333333,145.416666667,"OV"
"Yi","sich1238","iii",24,104,"OV"
"Yidiny","yidi1250","yii",-17,145.75,"OV"
"Yil","yill1241","yll",-3.53333333333,142.15,NA
"Yimas","yima1243","yee",-4.66666666667,143.55,"OV"
"Yindjibarndi","yind1247","yij",-21.75,117.916666667,"VO"
"Yir Yiront","yiry1245","yiy",-14.8333333333,141.833333333,NA
"Yuki","yuki1243","yuk",39.6666666667,-123.5,NA
"Yakoma","yako1252","yky",4.41666666667,18.4166666667,NA
"Yakan","yaka1277","yka",6.5,122,NA
"Yukaghir (Kolyma)","sout2750","yux",65.75,150.833333333,"OV"
"Yukpa","yukp1241","yup",10.1666666667,-72.75,NA
"Yakut","yaku1245","sah",62,130,"OV"
"Yulparija","mart1256","mpj",-21,124,NA
"Yali","angg1239","yli",-4,139.333333333,NA
"Yelmek","yelm1242","jel",-7.66666666667,139.166666667,"OV"
"Yalarnnga","yala1262","ylr",-22,140,NA
"Yiddish (Lithuanian)","east2295","ydd",55,25,NA
"Yamdena","yamd1240","jmd",-7.5,131.5,NA
"Yami","yami1254","tao",22,121.5,NA
"Yemsa","yems1235","jnj",7.83333333333,37.3333333333,NA
"Yupik (Naukan)","nauk1242","ynk",66,-172,NA
"Yingkarta","ying1247","yia",-25.1666666667,114.833333333,"VO"
"Yankuntjatjara","yank1247","kdd",-27,132,NA
"Yanomámi","yano1262","wca",2.33333333333,-63,NA
"Yansi","yans1239","yns",-3.83333333333,18,NA
"Yanyuwa","yany1243","jao",-16.4166666667,137.166666667,NA
"Yokuts (Yaudanchi)","yoku1256","yok",36.0833333333,-119.083333333,"VO"
"Yoruba","yoru1245","yor",8,4.33333333333,"VO"
"Yup'ik (Central)","cent2127","esu",59.5,-160,"No dominant order"
"Yaqay","yaqa1246","jaq",-6.58333333333,139.25,"OV"
"Yuracare","yura1255","yuz",-16.5833333333,-65.25,NA
"Yurimangí","yuru1243",NA,3.83333333333,-77,NA
"Yaruro","pume1238","yae",7,-68,NA
"Yuruti","yuru1263","yui",1,-70.4166666667,NA
"Yupik (Sirenik)","sire1246","ysr",64.5,-174,NA
"Yupik (St. Lawrence Island)","cent2128","ess",63.5,-170.5,NA
"Yurt Tatar","noga1249","nog",46.3333333333,48.5,NA
"Yukaghir (Tundra)","nort2745","ykg",69,155,"OV"
"Yuchi","yuch1247","yuc",35.75,-86.75,"OV"
"Yugh","yugh1239","yuu",61,90,NA
"Yukulta","gang1267","gcd",-17.3333333333,138.833333333,"OV"
"Yulu","yulu1243","yul",8.5,25.25,"VO"
"Yup'ik (Norton Sound)","cent2127","esu",64,-161,NA
"Yurok","yuro1248","yur",41.3333333333,-124,"No dominant order"
"Yupik (Siberian)","cent2128","ess",65,-173,"OV"
"Yuwaalaraay","gami1243","kld",-29.5,148,"OV"
"Yawelmani","yoku1256","yok",35.4166666667,-119,"VO"
"Yawuru","yawu1244","ywr",-18,122.5,"No dominant order"
"Yaygir","yayg1236",NA,-29.6666666667,153,NA
"Yorta Yorta","yort1237",NA,-36,146,NA
"Yazva","komi1268","kpv",65,55,NA
"Beria","zagh1240","zag",16,23,"OV"
"Zapotec (Isthmus)","isth1244","zai",16.416667,-95,"VO"
"Zapotec (Juárez)","sier1250","zaa",17.5,-96.5833333333,NA
"Zapotec (Mixtepec)","mixt1426","zpm",16.3333333333,-96.3333333333,NA
"Zande","zand1248","zne",4,26,"VO"
"Zapotec (Mitla)","mitl1236","zaw",16.8,-96.25,"VO"
"Zapotec (Quiegolani)","sant1451","zpi",16.1666666667,-96.0833333333,NA
"Zarma","zarm1239","dje",13.8333333333,2.16666666667,"No dominant order"
"Zayse","zays1235","zay",5.91666666667,37.3333333333,"OV"
"Zazaki","diml1238","diq",39,41,"OV"
"Zoque (Chimalapa)","chim1300","zoh",16.75,-94.75,"VO"
"Zenaga","zena1248","zen",17.3333333333,-16,NA
"Zoque (Francisco León)","fran1266","zos",17.3333333333,-93.25,NA
"Zhang-Zhung","jang1254","jna",31.5833333333,78.4166666667,"OV"
"Zhuang (Northern)","guib1245","zgb",24,108,"VO"
"Zimakani","zima1244","zik",-7.43333333333,141.433333333,"OV"
"Zulu (Northern)","zulu1248","zul",-28,31,NA
"Zapotec (Ixtlan)","sout3005","zpd",17.25,-96.5,NA
"Zaparo","zapa1253","zro",-2,-76.3333333333,"VO"
"Zoque (Copainalá)","copa1236","zoc",17,-93.25,"VO"
"Zoque (Ostuacan)","copa1236","zoc",17.4166666667,-93.3,"VO"
"Zoque (Rayon)","rayo1235","zor",17.0833333333,-93,NA
"Zoque (Soteapan)","high1276","poi",18.3333333333,-95.1666666667,"VO"
"Zulu (Southern)","zulu1248","zul",-31,30,NA
"Zapotec (San Lucas Quiaviní)","sanj1284","zab",16.9,-96.4666666667,NA
"Zapotec (Texmelucan)","texm1235","zpz",16.5,-97.1666666667,NA
"Zulu","zulu1248","zul",-30,30,"VO"
"Zuni","zuni1245","zun",35.0833333333,-108.833333333,"OV"
"Zapotec (Yatzachi)","yatz1235","zav",17.2,-96.2,"VO"
"Zapotec (Zoogocho)","zoog1238","zpq",17.25,-96.25,"VO"
