"Name","glottocode","iso_code","latitude","longitude","ObjectVerbOrder"
"Inuktitut (Quebec-Labrador)","east2534","ike",62,-73,NA
"Iquito","iqui1243","iqu",-3.25,-74,"VO"
"Irish (Donegal)","iris1253","gle",55,-8,NA
"Irish","iris1253","gle",53,-8,"VO"
"Irish (Munster)","iris1253","gle",52.5,-9,NA
"Iraqw","iraq1241","irk",-4,35.5,"OV"
"Irarutu","irar1238","irh",-3,133.5,"VO"
"Irish Sign Language","iris1235","isg",53.5,-7.5,NA
"Iranxe","iran1263","irn",-13,-58,"OV"
"I'saka","kris1246","ksi",-2.83333333333,141.283333333,"OV"
"Isekiri","isek1239","its",5.66666666667,5.5,NA
"Ishkashmi","sang1316","sgl",37,72,NA
"Isirawa","isir1237","srl",-1.83333333333,138.5,"OV"
"International Sign","inte1259",NA,40,-170,NA
"Isnag","isna1241","isd",18.25,121,NA
"Isoko","isok1239","iso",5.5,6.25,NA
"Israeli Sign Language","isra1236","isr",32,34.8333333333,NA
"Italian","ital1282","ita",43,12,"VO"
"Italian (Bologna)","emil1242","eml",44.5,11.3333333333,NA
"Itelmen","itel1242","itl",57,157.5,"OV"
"Italian (Genoa)","ligu1248","lij",44.4166666667,8.95,NA
"Italian (Napolitanian)","neap1235","nap",40.9166666667,14.25,NA
"Itonama","iton1250","ito",-12.8333333333,-64.3333333333,"VO"
"Italian (Turinese)","piem1238","pms",45,7.66666666667,NA
"Itawis","itaw1240","itv",17.75,121.5,NA
"Itzaj","itza1241","itz",17,-89.8333333333,NA
"Ivatan","ivat1242","ivv",20.5,122,NA
"Ivatan (Southern)","ivat1242","ivv",20.3333333333,121.833333333,NA
"Iwaidja","iwai1244","ibd",-11.5,132.666666667,"VO"
"Iwam","iwam1256","iwm",-4.33333333333,142,"OV"
"Ixcatec","ixca1245","ixc",17.8333333333,-97.1666666667,NA
"Ixil","ixil1250","ixl",15.5,-91,"VO"
"Izhor","ingr1248","izh",59,29,NA
"Izi","izie1238","izi",6.33333333333,8,"VO"
"Jabêm","yabe1254","jae",-6.58333333333,147.783333333,"VO"
"Jad","tibe1272","bod",30.8333333333,79,"OV"
"Jahai","jeha1242","jhi",5.75,101.5,NA
"Jakaltek","popt1235","jai",15.6666666667,-91.6666666667,"VO"
"Jaminjung","djam1255","djd",-15.0833333333,130.5,"No dominant order"
"Jaqaru","jaqa1244","jqr",-13,-76,NA
"Jarawa (in Nigeria)","jara1263","jar",9.5,10.5,"VO"
"Javanese","java1254","jav",-7,111,NA
"Jabutí","djeo1235","jbt",-12.25,-62.25,"OV"
"Jamaican Creole","jama1262","jam",18.1666666667,-77.25,NA
"Jebero","jebe1250","jeb",-5.41666666667,-76.5,"No dominant order"
"Jeh","jehh1245","jeh",15.1666666667,107.833333333,NA
"Jeli","jeri1242",NA,9.5,-5.66666666667,NA
"Jemez","jeme1245","tow",35.8333333333,-107,NA
"Jiarong","jiar1239","jya",31.5,102,NA
"Jibbali","sheh1240","shv",17.5,55,NA
"Jino","jino1236","jiu",22,101,"OV"
"Jivaro","shua1257","jiv",-2.5,-78,"OV"
"Jur Luwo","luwo1239","lwo",8,28,NA
"Jamamadi","jama1261","jaa",-7.5,-67,NA
"Jur Mödö","jurm1239","bex",6,30,"VO"
"Jamsay","jams1239","djm",14.4166666667,-2.5,"OV"
"Jingpho","kach1280","kac",25.4166666667,97,"OV"
"Johari",NA,NA,30.6666666667,80,"OV"
"Jomang","talo1250","tlo",10.5833333333,30.5,NA
"Japanese","nucl1643","jpn",37,140,"OV"
"Japreria","japr1238","jru",10.5,-73,NA
"Juruna","juru1256","jur",-5,-54.5,NA
"Jarawa (in Andamans)","jara1245","anq",12,92.5833333333,"OV"
"Juat",NA,NA,-31,115.5,NA
"Jugli","tase1235","nst",27.5,96.3333333333,"OV"
"Ju|'hoan","juho1239","ktz",-19,21,"VO"
"Jukun","juku1254","jbu",6.91666666667,10.4166666667,"VO"
"Júma","juma1249","jua",-7.5,-64,NA
"Juang","juan1238","jun",21.3333333333,86,NA
"Jurchen","jurc1239","juc",47,130,NA
"Javaé","kara1500","kpj",-10,-50.3333333333,"OV"
"Jarawara","jama1261","jaa",-7.5,-65.5,"OV"
"Karó (Arára)","karo1305","arr",-10.3333333333,-62,"OV"
"Kabardian","kaba1278","kbd",43.5,43.5,"OV"
"Kachari","kach1279","xac",26.5,91,"OV"
"Kadugli","katc1249","xtc",11,29.6666666667,"VO"
"Kaki Ae","kaki1249","tbd",-8,145.833333333,"OV"
"Kayu Agung","kome1238","kge",-3.16666666667,104.916666667,NA
"Kaian","kaia1245","kct",-4.08333333333,144.75,NA
"Kaure","kaur1271","bpp",-3.41666666667,140.083333333,NA
"Kamano-Kafe","kama1370","kbq",-6.25,145.666666667,NA
"Kalami","kala1373","gwc",35.5,72.5,NA
"Kambera","kamb1299","xbr",-9.83333333333,120.166666667,"VO"
"Kana","khan1278","ogo",4.75,7.41666666667,"VO"
"Karao","kara1487","kyj",16.5,120.833333333,NA
"Kela (Apoze)","kela1255","kcl",-7.41666666667,147.083333333,NA
"Kaurna","kaur1267",NA,-34.25,138.5,NA
"Kara (in Central African Republic)","kara1482","kah",10,23,"VO"
"Kashmiri","kash1277","kas",34,76,"VO"
"Kâte","kate1253","kmg",-6.5,147.75,NA
"Kaulong","kaul1240","pss",-6.16666666667,149.666666667,"VO"
"Kaiwá","kaiw1246","kgk",-23,-55,NA
"Kayardild","kaya1319","gyd",-17.05,139.5,"No dominant order"
"Kazakh","kaza1248","kaz",50,70,NA
"Kamba","kamb1297","kam",-1.5,38,"VO"
"Kabui","inpu1234","nkf",24.8333333333,94,NA
"Kabyle","kaby1243","kab",36.5,5,"VO"
"Kambot","apma1241","kbx",-4.25,144.133333333,"OV"
"Kayan (Baram)","bara1370","kys",3.5,114.5,NA
"Kabatei","kaba1276","xkp",36.75,49.4166666667,"OV"
"Kanembu","kane1243","kbl",14,15,"OV"
"Karen (Bwe)","bwek1238","bwe",19.5,97,"VO"
"Kabiyé","kabi1261","kbp",9.66666666667,1.16666666667,"VO"
"Koyra Chiini","koyr1240","khq",17,-3,"VO"
"Konda","kond1295","kfc",19.5,83,NA
"Karipuna do Guapore","kari1317","kuq",-10,-65,NA
"Kadiwéu","kadi1248","kbc",-20,-57,"VO"
"Kadazan","coas1294","kzj",5.91666666667,117.166666667,"VO"
"Kanjobal (Eastern)","qanj1241","kjb",15.3333333333,-91.6666666667,NA
"Kedang","keda1252","ksx",-8.25,123.75,NA
"Kefa","kafa1242","kbr",7.25,36.25,NA
"Kei","keii1239","kei",-5.83333333333,132.916666667,NA
"K'ekchí","kekc1242","kek",16,-89.8333333333,NA
"Kele","kele1258","sbc",-2.08333333333,147.083333333,"VO"
"Kemant","qima1242","ahg",12.6666666667,37.4166666667,"OV"
"Kenga","keng1240","kyq",12,18,"VO"
"Ke'o","keoo1238","xxk",-8.83333333333,121.25,NA
"Kera","kera1255","ker",9.83333333333,15.0833333333,"VO"
"Ket","kett1243","ket",64,87,"OV"
"Kenyah (Uma' Lung)",NA,NA,3,115.833333333,NA
"Kewa","kewa1250","kjs",-6.5,143.833333333,"OV"
"Kriol (Fitzroy Crossing)",NA,NA,-18.1666666667,125.583333333,NA
"Koromfe","koro1298","kfz",14.25,-0.916666666667,"VO"
"Kirghiz (Fu-Yu)","kirg1245","kir",47.75,124.416666667,NA
"Kinga","nucl1379","zga",-9,34,"VO"
"Konyagi","wame1240","cou",12.5,-13.25,NA
"Umbu Ungu","umbu1258","ubu",-6,144,NA
"Kagoma","kago1247","kdm",9.25,8.16666666667,NA
"Kagulu","kagu1239","kki",-6.33333333333,37,"VO"
"Kangiryuarmiut","west2618","ikt",68.3333333333,-133.75,NA
"Kalkatungu","kalk1246","ktg",-21,139.5,"OV"
"Kyirong","kyer1238","kgy",28.4166666667,85.3333333333,"OV"
"Kirghiz","kirg1245","kir",42,75,NA
"Khalkha","halh1238","khk",47,105,"OV"
"Kham (Dege)","kham1282","khg",31.8333333333,98.5833333333,"OV"
"Khaling","khal1275","klr",27.5,86.6666666667,"OV"
"Khinalug","khin1240","kjj",41.1666666667,48.0833333333,NA
"Khakas","khak1248","kjh",53,90,NA
"Khalaj","turk1303","klj",35,50,"OV"
"Khmer","cent1989","khm",12.5,105,"VO"
"Khün","khun1259","kkh",21,100,"VO"
"Khoekhoe","nama1264","naq",-25.5,18,"OV"
"Kharia","khar1287","khr",22.5,84.3333333333,"OV"
"Khasi","khas1269","kha",25.5,92,"VO"
"Khumi","khum1248","cnk",21.9166666667,92.4166666667,NA
"Khvarshi","khva1239","khv",42.25,46.1666666667,NA
"Khowar","khow1242","khw",36,72,"OV"
"Kickapoo","kick1244","kic",42.25,-84,NA
"Kire","kire1240","geb",-4.25,144.75,"OV"
"Kitja","kitj1240","gia",-17.5,127.75,NA
"Kikuyu","kiku1240","kik",-0.75,36.75,"VO"
"Kiluba","luba1250","lub",-8,26,"VO"
"Kimaghama","kima1246","kig",-8,138.5,"OV"
"Kinyarwanda","kiny1244","kin",-2,30,"VO"
"Kiowa","kiow1266","kio",37,-99,"OV"
"Kalmyk (Issyk-Kul)","kalm1243","xal",42.4166666667,78.3333333333,NA
"Kirma","cerm1238","cme",10.25,-4.83333333333,"VO"
"Kisi","kiss1245","kqs",8.83333333333,-10.1666666667,"No dominant order"
"Kitsai","kits1249","kii",31.8333333333,-96.5,NA
"Kui (in Indonesia)","kuii1253","kvd",-8.43333333333,124.55,NA
"Kiwai","nort2930","kiw",-8,143.5,"OV"
"Koreguaje","kore1283","coe",1,-75.5,"VO"
"Kurmanji","nort2641","kmr",38,42,NA
"Kunjen","kunj1245","kjn",-16.5,142.5,NA
"Konjo","coas1295","kjc",-5.46666666667,120.333333333,NA
"Koorete","koor1239","kqy",5.83333333333,37.8333333333,NA
"Konkomba","konk1269","xon",10,0.0833333333333,NA
"Kata Kolok","beng1239","bqy",-8.25,115.166666667,NA
"Konkani","konk1267","knn",15.25,74,NA
"Koranko","kura1250","knk",9.33333333333,-11.25,NA
"Karakalpak","kara1467","kaa",43,60,"OV"
"Kuikúro","kuik1246","kui",-12.4166666667,-53.0833333333,"OV"
"Kirikiri","kiri1256","kiy",-3,137.166666667,NA
"Kokota","koko1269","kkk",-8,159.133333333,"VO"
"Korku","kork1243","kfq",22.5,78.5,"OV"
"Lusi","lusi1240","khl",-5.58333333333,149.666666667,"VO"
"Karankawa","kara1289","zkk",28,-97,"No dominant order"
"Kankanay","kank1243","kne",16.75,120.583333333,NA
"Kokni","kukn1238","kex",20.75,73.5,NA
"Klao","klao1243","klu",4.75,-8.75,"VO"
"Kilba","huba1236","hbb",10.3333333333,13.1666666667,NA
"Kulung","kulu1253","kle",27.5,87,"OV"
"Kalasha","kala1372","kls",35,72,NA
"Kaili","ledo1238","lew",-1.16666666667,120,NA
"Koh (Lakka)","kuoo1238","xuo",8,15.5,NA
"Kaluli","kalu1248","bco",-6.5,142.75,"OV"
"Klamath","klam1254","kla",42.5,-121.5,"No dominant order"
"Kolana","wers1238","kvw",-8.25,125.116666667,NA
"Kalapuya","kala1400","kyl",44.5,-123,NA
"Kalam","kala1397","kmh",-5.25,144.583333333,"OV"
"Koluri","shah1254","shm",37,48,"OV"
"Kalispel","kali1308","fla",48,-117,"VO"
"Kelabit","kela1258","kzi",3.66666666667,115.416666667,NA
"Kilivila","kili1267","kij",-8.5,151.083333333,"VO"
"Kiliwa","kili1268","klb",31.3333333333,-115.666666667,"OV"
"Kala Lagaw Ya","kala1377","mwp",-10.1166666667,142.116666667,NA
"Kalanga","kala1384","kck",-20.5,27.5,NA
"Kamaiurá","kama1373","kay",-12.0833333333,-52.5833333333,"OV"
"Kombai","ndei1235","wng",-5.58333333333,140,"OV"
"Kham","gama1251","kgj",28.5,82.75,"OV"
"Kami","kami1256","kcu",-6.75,38,NA
"Karimojong","kara1483","kdj",3,34.1666666667,"VO"
"Kalmyk","kalm1243","xal",44,83,"OV"
"Kuman","kuma1280","kue",-5.91666666667,145,"OV"
"Koiali (Mountain)","moun1252","kpx",-9,147.5,"OV"
"Kunimaipa","kuni1267","kup",-8,146.833333333,"OV"
"Kamoro","kamo1255","kgq",-4.33333333333,136,"OV"
"Kamass","kama1351","xas",52,92,"OV"
"Kemtuik","kemt1242","kmt",-2.66666666667,140.333333333,NA
"Khmu'","khmu1256","kjg",21,102,"VO"
"Kamu","kamu1258","xmu",-13.5833333333,130.833333333,"No dominant order"
"Kamasau","kama1367","kms",-3.91666666667,143.666666667,"OV"
"Karitiâna","kari1311","ktn",-9.5,-64,NA
"Kanum (Bädi)","badi1247","khd",-8.83333333333,140.75,"OV"
"Kugu Nganhcara","kuku1280","uwa",-14.4166666667,142,"OV"
"Kannada","nucl1305","kan",14,76,"OV"
"Kaingang","kain1272","kgp",-26,-52,"OV"
"Konni","konn1242","kma",10.25,-1.58333333333,"VO"
"Kanakuru","dera1248","kna",10,12,"VO"
"Kunama","kuna1268","kun",14.5,37,"OV"
"Kinnauri","kinn1249","kfk",31.5,78,"OV"
"Kanoê","kano1245",NA,-13.25,-61,"OV"
"Kanum (Ngkâlmpw)","ngka1235","kcd",-8.66666666667,140.916666667,NA
"Kriol (Ngukurr)","krio1252","rop",-14.8333333333,135,NA
"Kanuri","cent2050","knc",12,13,"OV"
"Konua","rapo1238","kyx",-5.83333333333,154.833333333,NA
"Konkow","nort2951","mjd",39.5,-121.5,"OV"
"Kham (Tibetan) (Nangchen)","kham1282","khg",32.5,96.5,"OV"
"Koasati","koas1236","cku",34.8333333333,-85.1666666667,"OV"
"Kobon","kobo1249","kpw",-5.16666666667,144.333333333,"OV"
"Kodava","koda1255","kfa",12.1666666667,76.8333333333,NA
"Koegu","kweg1241","xwg",7,36.0833333333,"VO"
"Kohumono","kohu1244","bcs",6,8.11666666667,NA
"Koiari","gras1249","kbk",-9.5,147.333333333,NA
"Kokborok","kokb1239","trp",24.3333333333,92.5,"OV"
"Kolami","kola1242","kfb",20,78.5,"OV"
"Komo","komo1258","xom",8.75,33.75,"VO"
"Kongo","koon1244","kng",-5,15,"VO"
"Kola","kola1285","kvv",-5.5,134.5,NA
"Komi-Permyak","komi1269","koi",59.5,54.5,"OV"
"Korean","kore1280","kor",37.5,128,"OV"
"Kosraean","kosr1238","kos",5.3,163,"VO"
"Kota","kota1263","kfe",11.5,77.1666666667,NA
"Kom","komc1235","bkm",6.25,10.3333333333,NA
"Ko (Winye)","winy1241","kst",11.8666666667,-2.91666666667,NA
"Koya","koya1251","kff",17.5,81.3333333333,"OV"
"Kpan","kpan1246","kpk",7.58333333333,10.1666666667,NA
"Kpelle","libe1247","xpe",7,-10,NA
"Kapampangan","pamp1243","pam",15.3333333333,120.5,"VO"
"Kapingamarangi","kapi1249","kpg",1.05,154.75,NA
"Kposo","ikpo1238","kpo",7.5,0.833333333333,NA
"Karen (Pwo)","east2341","kjp",13,99.1666666667,"VO"
"Krenak","kren1239","kqq",-15.5,-41,"OV"
"Kara (in Papua New Guinea)","kara1486","leu",-2.83333333333,151.116666667,NA
"Kiribati","gilb1244","gil",1.33333333333,173,"VO"
"Karachay-Balkar","kara1465","krc",43.5,42,"OV"
"Kurdish (Central)","nort2641","kmr",36,44,"OV"
"Kresh","gbay1288","krs",8.5,24.5,"VO"
"Korafe","kora1294","kpr",-9.05,149.083333333,NA
"Karanga","shon1251","sna",-20,31,NA
"Krahô","krah1246","xra",-8,-48,"OV"
"Kipea","kari1255","kzw",-10,-37,"VO"
"Karadjeri","kara1476","gbd",-19,122,NA
"Karok","karo1304","kyh",41.6666666667,-123,"No dominant order"
"Karelian","kare1335","krl",64,32,NA
"Karaim","kara1464","kdr",54.6666666667,24.9166666667,NA
"Korana","kora1292","kqz",-29.5,20.5,"OV"
"Krongo","kron1241","kgo",10.5,30,"VO"
"Kerek","kere1280","krk",62.25,175,NA
"Kairiru","kair1263","kxa",-3.33333333333,143.583333333,"OV"
"Karata","kara1474","kpt",42.5833333333,46.3333333333,NA
"Korowai","koro1312","khe",-5.25,140,"OV"
"Koryak","kory1246","kpy",61,167,"OV"
"Kryz","kryt1240","kry",41.0833333333,48,"OV"
"Keresan (Santa Ana)","east1472","kee",35.4166666667,-106.666666667,"OV"
"Koyraboro Senni","koyr1242","ses",16,0,"OV"
"Karen (Sgaw)","sgaw1245","ksw",18,97,"VO"
"Kashaya","kash1280","kju",38.6666666667,-123.333333333,NA
"Ksingmul","puoc1238","puo",21.0833333333,104,NA
"Kenyan Sign Language","keny1241","xki",0,38,NA
"Kasem","kase1253","xsm",11.25,-1.25,NA
"Kasong","suoy1242",NA,12.75,102.116666667,"VO"
"Kosop","kimm1246","kia",9.91666666667,15.9166666667,NA
"Kisar","kisa1266","kje",-8.08333333333,127.116666667,NA
"Kisi (Southern)","sout2778","kss",8.5,-10.25,NA
"Kashubian","kash1274","csb",54,18,NA
"Koita","koit1244","kqi",-9.33333333333,147.083333333,"OV"
"Kituba","kitu1246","ktu",-5,17.5,NA
"Katcha","katc1249","xtc",10.8333333333,29.6666666667,"VO"
"Kete","kete1252","kcv",-7,22.8333333333,"VO"
"Kutchin","gwic1235","gwi",67,-146,NA
"Kati (in West Papua, Indonesia)","yong1280","yon",-5.75,140.916666667,"OV"
"Kotoko","afad1236","aal",11.3333333333,15.3333333333,NA
"Katla","katl1237","kcr",11.8333333333,29.3333333333,"VO"
"Ketengban","kete1254","xte",-4.5,140.5,NA
"Kato","kato1244","ktw",39.6666666667,-123.666666667,NA
"Ketapang","mala1479","zlm",-1.86666666667,110,NA
"Kott","kott1239",NA,57,94,NA
"Katu","nucl1297","ktv",15.8333333333,107.583333333,NA
"Khanty","khan1273","kca",65,65,"OV"
"Kati (in Afghanistan)","kati1270","bsh",35.5,70,NA
"Kualan",NA,NA,-0.416666666667,110.416666667,NA
"Kunming","mand1415","cmn",25,102.75,NA
"Kui (in India)","kuii1252","kxu",20,83.5,NA
"Kukú","bari1284","bfa",5.83333333333,31.6666666667,NA
"Kullo","gamo1244","gmo",6.75,37.0833333333,NA
"Kumauni","kuma1273","kfy",30,80,"OV"
"Kuna","bord1248","kvn",8,-77.3333333333,"OV"
"Kuot","kuot1243","kto",-3.05,151.5,"VO"
"Kumyk","kumy1244","kum",43,47.3333333333,NA
"Kurukh","kuru1302","kru",22.8333333333,85.5,NA
"Kusunda","kusu1250","kgg",28,84.6666666667,"OV"
"Kutenai","kute1249","kut",49.5,-116,"VO"
"Kuuku Ya'u","kuuk1238","kuy",-12.5833333333,143.083333333,"OV"
"Kuvi","kuvi1243","kxv",18.75,82.6666666667,"OV"
"Kutai","teng1267","vkt",-0.333333333333,116.666666667,NA
"Kulamanen","mati1250","mbt",7.75,125,NA
"Kwaio","kwai1243","kwd",-8.95,161,"VO"
"Kwerba","nucl1595","kwe",-2.25,138.5,"OV"
"Kanjobal (Western)","west2635","knj",15.8333333333,-91.8333333333,NA
"Kwakw'ala","kwak1269","kwk",51,-127,"VO"
"Kwami","kwaa1269","ksq",10.4166666667,11,NA
"Kwangali","kwan1273","kwn",-18,19.5,"VO"
"Kwoma","kwom1262","kmo",-4.16666666667,142.75,"OV"
"Kwamera","kwam1252","tnk",-19.5833333333,169.416666667,NA
"Kawaiisu","kawa1283","xaw",36,-117.5,"No dominant order"
"Kwomtari","nucl1593","kwo",-3.5,141.5,"OV"
"Iwoyo","sans1272","kwy",-5.5,12.25,"VO"
"Kwaza","kwaz1243",NA,-12.5833333333,-60.6666666667,"OV"
"Kxoe","kxoe1243","xuu",-17.5,22.5,"OV"
"Kuku-Yalanji","kuku1273","gvn",-16,145,"OV"
"Kenyang","keny1279","ken",5.66666666667,9.5,NA
"Kyaka","kyak1244","kyc",-5.55,144.083333333,"OV"
"Kayah Li (Eastern)","east2342","eky",19,97.5,"VO"
"Krymchak","nort2690","uzn",45,34.25,NA
"Koyukon","koyu1237","koy",65,-155,"OV"
"Kanyok","kany1247","kny",-7.33333333333,23.5833333333,NA
"Kayapó","kaya1330","txu",-9,-52,"OV"
"Kyuquot","noot1239","noo",50.1666666667,-127.166666667,"VO"
"Karkar-Yuri","kark1258","yuj",-3.75,141.083333333,"OV"
"Kaytej","kayt1238","gbb",-21,134,NA
"Kayabí","kaya1329","kyz",-11,-55.5,"OV"
"Kam (Zhanglu)","nort2735","doc",26,108.5,NA
"Komi-Zyrian","komi1268","kpv",65,55,"VO"
"Laal","laal1242","gdm",10,17.6666666667,"VO"
"Labu","labu1248","lbu",-6.75,146.916666667,"VO"
"Lacandón","laca1243","lac",17,-91.5,"VO"
"Ladakhi","lada1244","lbj",34,78,"OV"
"Lafofa","lafo1243","laf",10.25,31.25,"OV"
"Lagwan","lagw1237","kot",11.5,14.8333333333,"VO"
"Lahu","lahu1253","lhu",20,98.1666666667,"OV"
"Lai","haka1240","cnh",22.6666666667,93.6666666667,"OV"
"Lak","lakk1252","lbe",42.1666666667,47.1666666667,"OV"
"Lalo","xish1235","ywt",25,100.25,"OV"
"Lamé","peve1243","lme",9,14.5,NA
"Lango","lang1324","laj",2.16666666667,33,"VO"
"Lao","laoo1244","lao",18,103,"VO"
"Laragia","lara1258","lrg",-12.6666666667,130.833333333,"OV"
"Latvian","latv1249","lav",57,24,"VO"
"Lau","lauu1247","llu",-9.58333333333,161.5,NA
"Lavukaleve","lavu1241","lvk",-9.08333333333,159.2,"OV"
"Laz","lazz1240","lzz",41.5,41.5,NA
"Lunda","lund1266","lun",-10.6666666667,24,"VO"
"Lachi","lach1248","lbt",22.6666666667,104.833333333,NA
"Lesser Antillean French Creole","guad1242","gcf",15,-61.1666666667,NA
"Luganda","gand1255","lug",0.5,32.1666666667,NA
"Ladin","ladi1250","lld",46.5833333333,11.9166666667,NA
"Londo","orok1266","bdu",5,9.16666666667,"VO"
"Lendu","lend1245","led",2,30.5,"No dominant order"
"Lebeo","ngel1238","agh",1.75,25,"VO"
"Leko","leco1242","lec",-15,-67.9166666667,"No dominant order"
"Lega","lega1250","lea",-2.83333333333,27.1666666667,"VO"
"Lele","lele1276","lln",9.08333333333,15.5833333333,"VO"
"Lenakel","lena1238","tnl",-19.45,169.25,"VO"
"Lepcha","lepc1244","lep",27.1666666667,88.5,"OV"
"Lese","lese1243","les",2,29,"No dominant order"
"Leti","leti1246","lti",-8.2,127.666666667,"VO"
"Lewo","lewo1242","lww",-16.75,168.333333333,"VO"
"Lezgian","lezg1247","lez",41.6666666667,47.8333333333,"OV"
"Luangiua","onto1237","ojv",-5.33333333333,159.416666667,NA
"Low German","nort2627","nds",53,10,NA
"Lughat al-Isharat al-Lubnaniya",NA,NA,34,35.8333333333,NA
"Langi","lang1320","lag",-4.5,36,"VO"
"Língua Gestual Portuguesa","port1277","psr",40,-8,NA
"Logoti","logo1259","log",3.5,30,"No dominant order"
"Longgu","long1395","lgu",-9.75,160.666666667,"VO"
"Laha","laha1250","lha",21.5833333333,103.916666667,NA
"Lhomi","lhom1239","lhm",27.6666666667,87.4166666667,"OV"
"Hlai (Baoding)","hlai1239","lic",19,109.5,"VO"
"Lingua Italiana dei Segni","ital1275","ise",42,13,NA
"Lillooet","lill1248","lil",50.75,-122,"VO"
"Limbu","limb1266","lif",27.1666666667,87.75,"OV"
"Lingala","ling1263","lin",2,18.5,"VO"
"Lisu","lisu1250","lis",26,98,"OV"
"Lithuanian","lith1251","lit",55,24,"VO"
"Liv","livv1244","liv",56.8333333333,24,NA
"Lauje","lauj1238","law",-0.5,120,NA
"Lakkia","lakk1238","lbc",24.0833333333,110.166666667,NA
"Lakhota","lako1247","lkt",43.8333333333,-101.833333333,"OV"
"Lamu-Lamu","lamu1254","lby",-14.8333333333,144.5,NA
"Lelemi","lele1264","lef",7.33333333333,0.5,"VO"
"Loma","loma1260","lom",8,-9.5,NA
"Lamba","lamb1271","lam",-13,28,NA
"Lamang","lama1288","hia",11.25,13.5833333333,"VO"
"Lamaholot","lama1277","slp",-8.25,122.916666667,"VO"
"Limilngan","nucl1327","lmc",-12.5,131.916666667,"No dominant order"
"Lamani","lamb1269","lmn",17,77,"OV"
"Lampung","lamp1243","ljp",-5,105,"VO"
"Lamen","lame1260","lmu",-16.5833333333,168.166666667,"VO"
"Linda","band1344","liy",6.5,20.75,"VO"
"Lengua","leng1262","leg",-22.5,-59,NA
"Linngithig","leni1238","lnj",-12.5,142.83,NA
"Ladino","ladi1251","lad",40,33,NA
"Lamnso'","lamn1239","lns",6.16666666667,10.75,NA
"Lonwolwol","lonw1238","crc",-16.2166666667,168,NA
"Lobi","lobi1245","lob",10.5,-3.25,NA
"Loko","loko1255","lok",9.33333333333,-12.0833333333,NA
"Loniu","loni1238","los",-2.06666666667,147.333333333,"VO"
"Lotha","loth1237","njh",26.5,94.25,"OV"
"Lou","louu1245","loj",-2.38333333333,147.316666667,"VO"
"Loven","lave1248","lbo",15,106.333333333,NA
"Lozi","lozi1239","loz",-17.8333333333,26,NA
"Lardil","lard1243","lbz",-16.5,139.333333333,NA
"Larike","lari1255","alo",-3.75,127.916666667,NA
"Lengua de Señas Argentina","arge1236","aed",-34,-63,NA
"Língua de Sinais Brasileira","braz1236","bzs",-15,-48,NA
"Lengua de Señas Española","span1263","ssp",40,-3,NA
"Langue des Signes Française","fren1243","fsl",47,3,NA
"Langue des Signes Québecoise","queb1245","fcs",48,-75,NA
"Lü","luuu1242","khb",22,100.666666667,NA
"Lua","niel1243","nie",9.75,17.75,NA
"Lucazi","luch1239","lch",-14,20,"VO"
"Lun Dayeh","lund1271","lnd",4,115.916666667,NA
"Lugbara","lugb1240","lgg",3.08333333333,30.9166666667,"No dominant order"
"Luiseño","luis1253","lui",33.3333333333,-117.166666667,"No dominant order"
"Lule","lule1238",NA,-28,-64,NA
"Lummi","stra1244","str",48.7,-122.666666667,NA
"Lungchang","tase1235","nst",27.5,96.4166666667,"OV"
"Luo","luok1236","luo",-0.5,34.75,"VO"
"Luri","nort2645","lrc",33.5,48.5,NA
"Lushootseed","lush1252","lut",48,-122,NA
"Luvale","luva1239","lue",-12,22,"VO"
"Luxemburgeois","luxe1241","ltz",49.8333333333,6.16666666667,NA
"Luyia","saam1283","luy",0.416666666667,34.5,NA
"Lyele","lyel1241","lee",12.5,-2.66666666667,NA
"Ma","made1252","msj",3.5,28,"VO"
"Maasai","masa1300","mas",-3,36,"VO"
"Maba","maba1277","mde",13.75,20.8333333333,"OV"
"Macushi","macu1259","mbc",4,-60,"OV"
"Ma'di","madi1260","mhi",3.25,31.5,"No dominant order"
"Mae","maee1241","mme",-16,167.25,"VO"
"Magar","east2352","mgp",28,83,"OV"
"Mari (Hill)","west2392","mrj",57,58,NA
"Maithili","mait1250","mai",26,86,"OV"
"Majang","maja1242","mpe",6.75,35,"VO"
"Makah","maka1318","myh",48.3333333333,-124.666666667,"VO"
"Malagasy","plat1254","plt",-20,47,"VO"
"Mam","mamc1234","mvc",15,-91.8333333333,"VO"
"Mano","mann1248","mev",7,-9,"OV"
"Maori","maor1246","mri",-40,176,"VO"
"Mapudungun","mapu1245","arn",-38,-72,"VO"
"Maricopa","mari1440","mrc",33.1666666667,-113.166666667,"OV"
"Masa","masa1322","mcn",10.5,15.5,"VO"
"Maung","maun1240","mph",-11.9166666667,133.5,"VO"
"Maring","mari1435","mbw",-5.5,144.666666667,NA
"Maninka (Western)","west2500","mlq",13,-11,"OV"
"Maxakalí","maxa1247","mbl",-18,-40,"OV"
"Maybrat","maib1239","ayz",-1.33333333333,132.5,"VO"
"Mazahua","maza1293","maz",19.4166666667,-99.9166666667,NA
"Mba","mbaa1245","mfc",1,25,"VO"
"Mbabaram","mbab1239",NA,-17.1666666667,145,NA
"Mbere","mber1257","mdt",-0.5,14,"VO"
"Mbugu","mbug1240","mhd",-4.33333333333,38.1666666667,NA
"Mbili","bamb1266","baw",6.11666666667,10.2,"VO"
