InventoryID	Source	LanguageCode	LanguageName	Trump	LanguageFamilyRoot	LanguageFamilyGenus	Country	Area	Population	Latitude	Longitude	Phonemes	Consonants	Tones	Vowels	TreeName
'Lisu_[lisu1250][lis]'	1121	PH	lis	Lisu	1	sitb	Burmese-Lolo	China	Asia	610,000	19:30	98:45:00	39	25	6	8	'Lisu_[lisu1250][lis]'
'Loniu_[loni1238][los]'	1122	PH	los	Loniu	1	anes	Oceanic	Papua New Guinea	Pacific	460	-2:0	147:25:00	23	16	0	7	'Loniu_[loni1238][los]'
'Molale_[mola1238][mbe]'	1123	PH	mbe	Molalla	1	penu	Molala	United States	America	Extinct	44:30:00	#VALUE!	30	23	0	7	'Molale_[mola1238][mbe]'
'Mats√©s_[mats1244][mcf]'	1124	PH	mcf	Matses	2	pano	Panoan	Peru	America	1,400	#VALUE!	#VALUE!	21	15	0	6	'Mats√©s_[mats1244][mcf]'
'Manipuri_[mani1292][mni]'	1125	PH	mni	Manipuri	1	sitb	Kuki-Chin	India	Asia	1,370,000	24:45:00	94:00:00	33	25	2	6	'Manipuri_[mani1292][mni]'
'Mandinka_[mand1436][mnk]'	1126	PH	mnk	Mandingo	1	ncon	Western Mande	Senegal	Africa	669,000	12:45	-14:0	34	19	5	10	'Mandinka_[mand1436][mnk]'
'Mocov√≠_[moco1246][moc]'	1127	PH	moc	Mocovi	2	mgua	Guaicuruan	Argentina	America	4,530	-28:0	-61:0	31	23	0	8	'Mocov√≠_[moco1246][moc]'
'Mam_[mamm1241][mam]'	1128	PH	mam	Western Mam; Tacanec	1	maya	Mayan	Guatemala	America	200,000	15:25	#VALUE!	43	33	0	10	'Mam_[mamm1241][mam]'
'Munduruk√∫_[mund1330][myu]'	1129	PH	myu	MundurukuÌÅ	1	tupi	Munduruku	Brazil	America	10,100	#VALUE!	#VALUE!	39	17	2	20	'Munduruk√∫_[mund1330][myu]'
'Nisga-'a_[nisg1240][ncg]'	1130	PH	ncg	Nishgha	1	penu	Tsimshianic	Canada	America	920	55:05:00	#VALUE!	42	32	0	10	'Nisga-'a_[nisg1240][ncg]'
'Northern_Low_Saxon_[nort2627][nds]'	1131	PH	nds	Low German	1	ieur	Germanic	Germany	Europe	1000	53:00:00	10:00	37	23	0	14	'Northern_Low_Saxon_[nort2627][nds]'
'Northern_Pame_[nort2984][pmq]'	1132	PH	pmq	Northern Pame	1	otma	Pamean	Mexico	America	5,620	22:00	#VALUE!	54	40	2	12	'Northern_Pame_[nort2984][pmq]'
'Panamint_[pana1305][par]'	1133	PH	par	Panamint	1	utaz	Numic	United States	America	20	36:40:00	-117:0	36	23	0	13	'Panamint_[pana1305][par]'
'Nigerian_Pidgin_[nige1257][pcm]'	1134	PH	pcm	Nigerian Pidgin	1	afpc	Creoles and Pidgins	Nigeria	Africa	30,000,000	06:30	03:20	32	23	2	7	'Nigerian_Pidgin_[nige1257][pcm]'
'Northern_Pomo_[nort2966][pej]'	1135	PH	pej	Northern Pomo	1	hoka	Pomoan	United States	America	Extinct	39:20:00	#VALUE!	39	29	0	10	'Northern_Pomo_[nort2966][pej]'
'Texistepec_Popoluca_[texi1237][poq]'	1136	PH	poq	Texistepec Popoluca	1	mizo	Mixe-Zoque	Mexico	America	430	17:53	#VALUE!	29	19	0	10	'Texistepec_Popoluca_[texi1237][poq]'
'Khanty_[khan1273][kca]'	1137	PH	kca	Eastern Khanty	1	urlc	Ugric	Russian Federation	Europe	13,600	65:00:00	65:00:00	31	18	0	13	'Khanty_[khan1273][kca]'
'Standard_Catalan_[stan1289][cat]'	1138	PH	cat	Catalan	1	ieur	Romance	Spain	Europe	11,200,000	42:00:00	02:00	39	27	0	12	'Standard_Catalan_[stan1289][cat]'
'Croatian_[croa1245][hrv]'	1139	PH	hrv	Croatian	1	ieur	Slavic	Croatia	Europe	3,980,000	NULL	NULL	36	25	0	11	'Croatian_[croa1245][hrv]'
'Czech_[czec1258][ces]'	1140	PH	ces	Czech	1	ieur	Slavic	Czech Republic	Europe	9,250,000	50:00:00	15:00	38	25	0	13	'Czech_[czec1258][ces]'
'Galician_[gali1258][glg]'	1141	PH	glg	Galician	1	ieur	Romance	Spain	Europe	3,170,000	43:00:00	-8:0	28	21	0	7	'Galician_[gali1258][glg]'
'Kabiy√©_[kabi1261][kbp]'	1142	PH	kbp	Kabiye	1	ncon	Gur	Togo	Africa	700,000	08:40	01:00	47	22	2	23	'Kabiy√©_[kabi1261][kbp]'
'Mono_{Democratic_Republic_of_Congo}_[mono1270][mnh]'	1143	PH	mnh	Mono	1	ncon	Adamawa	Democratic Republic of the Congo	Africa	65,000	04:00	19:00	44	33	3	8	'Mono_{Democratic_Republic_of_Congo}_[mono1270][mnh]'
'Indonesian_[indo1316][ind]'	1144	PH	ind	Indonesian	1	anes	Malayic	Indonesia	Asia	23,200,480	#VALUE!	106:50:00	31	22	0	9	'Indonesian_[indo1316][ind]'
'Italian_[ital1282][ita]'	1145	PH	ita	Italian	1	ieur	Romance	Italy	Europe	55,000,000	43:45:00	11:15	30	23	0	7	'Italian_[ital1282][ita]'
'Salasaca_Highland_Quichua_[sala1272][qxl]'	1146	PH	qxl	Salasaca Quichua	2	quch	Quechuan	Ecuador	America	14,300	#VALUE!	#VALUE!	29	24	0	5	'Salasaca_Highland_Quichua_[sala1272][qxl]'
'Seri_[seri1257][sei]'	1147	PH	sei	Seri	1	hoka	Seri	Mexico	America	900	29:00:00	#VALUE!	25	17	0	8	'Seri_[seri1257][sei]'
'Sindhi_[sind1272][snd]'	1148	PH	snd	Sindhi	1	ieur	Indic	Pakistan	Asia	18,500,000	26:00:00	69:00:00	54	44	0	10	'Sindhi_[sind1272][snd]'
'Slovenian_[slov1268][slv]'	1149	PH	slv	Slovene	1	ieur	Slavic	Slovenia	Europe	1,730,000	46:00:00	15:00	37	21	0	16	'Slovenian_[slov1268][slv]'
'Swedish_[swed1254][swe]'	1150	PH	swe	Swedish	1	ieur	Germanic	Sweden	Europe	7,910,000	60:00:00	15:00	35	18	0	17	'Swedish_[swed1254][swe]'
'Tukang_Besi_North_[tuka1248][khc]'	1152	PH	khc	Tukang Besi	1	anes	Sulawesi	Indonesia	Asia	120,000	#VALUE!	123:40:00	29	24	0	5	'Tukang_Besi_North_[tuka1248][khc]'
'Yine_[yine1238][pib]'	1153	PH	pib	Yine	2	arwk	Arawakan	Peru	America	4,000	#VALUE!	#VALUE!	26	16	0	10	'Yine_[yine1238][pib]'
'K-'iche-'_[kich1262][quc]'	1154	PH	quc	Quiche	1	maya	Mayan	Guatemala	America	1,900,000	15:00	#VALUE!	32	22	0	10	'K-'iche-'_[kich1262][quc]'
'Huamal√≠es-Dos_de_Mayo_Hu√°nuco_Quechua_[huam1248][qvh]'	1155	PH	qvh	Huallaga (Huanuco) Quechua	1	quch	Quechuan	Peru	America	72,400	-9:0	#VALUE!	31	21	0	10	'Huamal√≠es-Dos_de_Mayo_Hu√°nuco_Quechua_[huam1248][qvh]'
'Sipacapense_[sipa1247][qum]'	1156	PH	qum	Sipakapense Maya	1	maya	Mayan	Guatemala	America	8,000	15:13	#VALUE!	32	22	0	10	'Sipacapense_[sipa1247][qum]'
'Chimborazo_Highland_Quichua_[chim1302][qug]'	1157	PH	qug	Chimborazo Quichua	1	quch	Quechuan	Ecuador	America	1,000,000	#VALUE!	-79:0	36	31	0	5	'Chimborazo_Highland_Quichua_[chim1302][qug]'
'Tlachichilco_Tepehua_[tlac1235][tpt]'	1158	PH	tpt	Tepehua	1	toto	Totonacan	Mexico	America	3,000	20:45	#VALUE!	34	24	0	10	'Tlachichilco_Tepehua_[tlac1235][tpt]'
'Ambulas_[ambu1247][abt]'	1159	PH	abt	Abulas	1	sepr	Middle Sepik	Papua New Guinea	Pacific	44,000	#VALUE!	143:05:00	24	17	0	7	'Ambulas_[ambu1247][abt]'
'Abau_[abau1245][aau]'	1160	PH	aau	Abau	1	sepr	Upper Sepik	Papua New Guinea	Pacific	7,270	-4:0	141:10:00	14	9	0	5	'Abau_[abau1245][aau]'
'Qimant_[qima1242][ahg]'	1161	PH	ahg	Agaw	1	afas	Central Cushitic	Ethiopia	Africa	1,650	12:45	37:00:00	39	28	4	7	'Qimant_[qima1242][ahg]'
'Akha_[akha1245][ahk]'	1162	PH	ahk	Akha	1	sitb	Burmese-Lolo	Myanmar	Asia	200,000	21:10	101:30:00	41	28	0	13	'Akha_[akha1245][ahk]'
'Alyawarr_[alya1239][aly]'	1163	PH	aly	Alyawarra	1	aust	Pama-Nyungan	Australia	Pacific	1,450	#VALUE!	136:40:00	32	25	0	7	'Alyawarr_[alya1239][aly]'
'Amanab_[aman1265][amn]'	1164	PH	amn	Amanab	1	trng	Border	Papua New Guinea	Pacific	4,420	#VALUE!	141:10:00	19	14	0	5	'Amanab_[aman1265][amn]'
'Anuak_[anua1242][anu]'	1165	PH	anu	Anywa	1	nsah	Nilotic	Sudan	Africa	52,000	07:30	34:30:00	47	19	4	24	'Anuak_[anua1242][anu]'
'Arandai_[aran1237][jbj]'	1166	PH	jbj	Arandai	1	trng	South Birds Head	Indonesia	Asia	1,000	-2:0	132:30:00	18	13	0	5	'Arandai_[aran1237][jbj]'
'Bumbita_Arapesh_[bumb1241][aon]'	1167	PH	aon	Arapesh	1	torr	Kombio-Arapesh	Papua New Guinea	Pacific	4,340	#VALUE!	142:50:00	22	15	0	7	'Bumbita_Arapesh_[bumb1241][aon]'
'Tanacross_[tana1290][tcb]'	1168	PH	tcb	Tanacross	1	nadn	Athapaskan	United States	America	35	64:00:00	-143:0	54	35	5	14	'Tanacross_[tana1290][tcb]'
'Au_[auuu1241][avt]'	1169	PH	avt	Au	1	torr	Wapei-Palei	Papua New Guinea	Pacific	8,000	#VALUE!	142:05:00	17	10	0	7	'Au_[auuu1241][avt]'
'Tinputz_[tinp1237][tpz]'	1170	PH	tpz	Tinputz	1	anes	Oceanic	Papua New Guinea	Pacific	3,900	#VALUE!	155:00:00	26	12	0	14	'Tinputz_[tinp1237][tpz]'
'Petats_[peta1245][pex]'	1171	PH	pex	Petats	1	anes	Oceanic	Papua New Guinea	Pacific	2,000	#VALUE!	154:30:00	30	15	0	15	'Petats_[peta1245][pex]'
'Patep_[pate1247][ptp]'	1172	PH	ptp	Patep	1	anes	Oceanic	Papua New Guinea	Pacific	1,700	-7:0	146:40:00	44	30	0	14	'Patep_[pate1247][ptp]'
'Kela_{Papua_New_Guinea}_[kela1255][kcl]'	1173	PH	kcl	Kela	1	anes	Oceanic	Papua New Guinea	Pacific	2,150	#VALUE!	147:05:00	30	16	0	14	'Kela_{Papua_New_Guinea}_[kela1255][kcl]'
'Sursurunga_[surs1246][sgz]'	1174	PH	sgz	Sursurunga	1	anes	Oceanic	Papua New Guinea	Pacific	3,000	-4:0	152:50:00	21	15	0	6	'Sursurunga_[surs1246][sgz]'
'Awara_[awar1248][awx]'	1175	PH	awx	Awara	1	trng	Finisterre-Huon	Papua New Guinea	Pacific	1,870	#VALUE!	146:20:00	25	19	0	6	'Awara_[awar1248][awx]'
'Awing_[awin1248][azo]'	1176	PH	azo	Awing	1	ncon	Bantoid	Cameroon	Africa	19,000	05:52	10:17	56	39	0	17	'Awing_[awin1248][azo]'
'Awtuw_[awtu1239][kmn]'	1177	PH	kmn	Awtuw	1	sepr	Ram	Papua New Guinea	Pacific	510	#VALUE!	141:55:00	18	11	0	7	'Awtuw_[awtu1239][kmn]'
'Baba_[baba1264][bbw]'	1178	PH	bbw	Baba	1	ncon	Bantoid	Cameroon	Africa	24,500	06:07	10:31	30	23	0	7	'Baba_[baba1264][bbw]'
'Babanki_[baba1266][bbk]'	1179	PH	bbk	Babanki	1	ncon	Bantoid	Cameroon	Africa	22,500	06:05	10:19	33	26	0	7	'Babanki_[baba1266][bbk]'
'Bakoko_[bako1249][bkh]'	1180	PH	bkh	Bakoko	1	ncon	Bantoid	Cameroon	Africa	50,000	03:30	10:00	33	26	0	7	'Bakoko_[bako1249][bkh]'
'Nyong_[nyon1241][muo]'	1181	PH	muo	Bali-Kumbat	1	ncon	Adamawa	Cameroon	Africa	30,000	05:55	10:25	42	23	5	14	'Nyong_[nyon1241][muo]'
'Bamunka_[bamu1256][bvm]'	1182	PH	bvm	Bamunka	1	ncon	Bantoid	Cameroon	Africa	31,000	06:00	10:30	32	23	0	9	'Bamunka_[bamu1256][bvm]'
'Bangolan_[bang1356][bgj]'	1183	PH	bgj	Bangolan	1	ncon	Bantoid	Cameroon	Africa	13,500	06:00	10:40	40	27	4	9	'Bangolan_[bang1356][bgj]'
'Batanga_[bata1285][bnm]'	1184	PH	bnm	Banoo	1	ncon	Bantoid	Equatorial Guinea	Africa	9,000	03:00	10:00	31	20	3	8	'Batanga_[bata1285][bnm]'
'Bariai_[bari1286][bch]'	1185	PH	bch	Bariai	1	anes	Oceanic	Papua New Guinea	Pacific	1,380	#VALUE!	148:45:00	17	12	0	5	'Bariai_[bari1286][bch]'
'Befang_[befa1241][bby]'	1186	PH	bby	Befang	1	ncon	Bantoid	Cameroon	Africa	2,980	06:20	10:00	59	43	2	14	'Befang_[befa1241][bby]'
'Ida-'an_[idaa1241][dbj]'	1187	PH	dbj	Ida'an	1	anes	Northwest Malayo-Polynesian	Malaysia	Asia	5,000	05:15	118:50:00	23	17	0	6	'Ida-'an_[idaa1241][dbj]'
'Bemba_{Zambia}_[bemb1257][bem]'	1188	PH	bem	Bemba	1	ncon	Bantoid	Zambia	Africa	3,300,000	-10:0	31:00:00	25	15	0	10	'Bemba_{Zambia}_[bemb1257][bem]'
'Berbice_Creole_Dutch_[berb1259][brc]'	1189	PH	brc	Berbice Dutch	1	sapc	Creoles and Pidgins	Guyana	America	4	05:25	-58:0	26	20	0	6	'Berbice_Creole_Dutch_[berb1259][brc]'
'Betta_Kurumba_[bett1235][xub]'	1190	PH	xub	Betta Kurumba	1	drav	Southern Dravidian	India	Asia	32,000	11:45	76:30:00	37	22	0	15	'Betta_Kurumba_[bett1235][xub]'
'Biak_[biak1248][bhw]'	1191	PH	bhw	Biak	1	anes	South Halmahera - West New Guinea	Indonesia	Asia	30,000	-1:0	136:00:00	24	14	0	10	'Biak_[biak1248][bhw]'
'Ngarinman_[ngar1235][nbj]'	1192	PH	nbj	Bilinara	1	aust	Pama-Nyungan	Australia	Pacific	170	#VALUE!	130:45:00	23	17	0	6	'Ngarinman_[ngar1235][nbj]'
'Binandere_[bina1277][bhg]'	1193	PH	bhg	Binandere	1	trng	Binanderean	Papua New Guinea	Pacific	7,000	#VALUE!	147:55:00	35	11	0	24	'Binandere_[bina1277][bhg]'
'Southern_Bobo_Madar√©_[sout2840][bwq]'	1194	PH	bwq	Bobo	1	ncon	Western Mande	Burkina Faso	Africa	312,000	11:30	#VALUE!	38	19	0	19	'Southern_Bobo_Madar√©_[sout2840][bwq]'
'Nuclear_Bole_[nucl1695][bol]'	1195	PH	bol	Bole	1	afas	West Chadic	Nigeria	Africa	100,000	11:30	11:00	38	28	0	10	'Nuclear_Bole_[nucl1695][bol]'
'Bongo_[bong1285][bot]'	1196	PH	bot	Bongo	1	nsah	Bongo-Bagirmi	Sudan	Africa	10,100	07:15	28:00:00	29	18	0	11	'Bongo_[bong1285][bot]'
'Boro_{Ethiopia}_[boro1277][bwo]'	1197	PH	bwo	Boro	1	afas	North Omotic	Ethiopia	Africa	19,900	10:40	35:15:00	25	16	3	6	'Boro_{Ethiopia}_[boro1277][bwo]'
'Brokskat_[brok1247][bkk]'	1198	PH	bkk	Brokskat	1	ieur	Indic	India	Asia	10,000	35:20:00	76:30:00	41	31	0	10	'Brokskat_[brok1247][bkk]'
'Baga_Sitemu_[baga1272][bsp]'	1199	PH	bsp	Baga Sitem	1	ncon	Southern Atlantic	Guinea	Africa	4,000	10:30	#VALUE!	26	18	0	8	'Baga_Sitemu_[baga1272][bsp]'
'Bubia_[bubi1249][bbx]'	1200	PH	bbx	Bubia	1	ncon	Bantoid	Cameroon	Africa	600	4:00`N	09:15	39	25	0	14	'Bubia_[bubi1249][bbx]'
'Bukusu_[buku1249][bxk]'	1201	PH	bxk	Bukusu	1	ncon	Bantoid	Kenya	Africa	565,000	00:40	34:30:00	30	20	0	10	'Bukusu_[buku1249][bxk]'
'Subiya_[subi1246][sbs]'	1202	PH	sbs	Subiya	1	ncon	Bantoid	Namibia	Africa	26,600	#VALUE!	25:50:00	51	46	0	5	'Subiya_[subi1246][sbs]'
'Totela_[tote1238][ttl]'	1203	PH	ttl	Totela	1	ncon	Bantoid	Zambia	Africa	14,000	#VALUE!	24:40:00	54	44	0	10	'Totela_[tote1238][ttl]'
'Bambalang_[bamb1265][bmo]'	1204	PH	bmo	Bambalang; CiÌÅraÌ€mbÉ”ÌÅ	1	ncon	Bantoid	Cameroon	Africa	29,000	05:50	10:30	57	34	5	18	'Bambalang_[bamb1265][bmo]'
'North_Marquesan_[nort2845][mrq]'	1205	PH	mrq	North Marquesan	1	anes	Oceanic	French Polynesia	Pacific	3,400	#VALUE!	#VALUE!	22	12	0	10	'North_Marquesan_[nort2845][mrq]'
'√ñnge_[onge1236][oon]'	1206	PH	oon	OÌˆnÌƒge; Ong; Onge	1	anda	South Andamanese	India	Asia	94	10:45	92:25:00	24	16	0	8	'√ñnge_[onge1236][oon]'
'Oluta_Popoluca_[olut1240][plo]'	1207	PH	plo	Oluta Popoluca; Olutec	1	mizo	Mixe-Zoque	Mexico	America	100	17:58	#VALUE!	32	20	0	12	'Oluta_Popoluca_[olut1240][plo]'
'Gyalrong_[jiar1239][jya]'	1208	PH	jya	Jiarong	1	sitb	rGyalrong	China	Asia	83,000	31:30:00	102:00:00	57	49	0	8	'Gyalrong_[jiar1239][jya]'
'Suri_[suri1267][suq]'	1209	PH	suq	Suri	1	nsah	Surmic	Ethiopia	Africa	19,600	05:40	35:40:00	31	22	2	7	'Suri_[suri1267][suq]'
'Bilua_[bilu1245][blb]'	1210	PH	blb	Bilua	1	epap	Bilua	Solomon Islands	Pacific	8,740	#VALUE!	156:40:00	41	16	0	25	'Bilua_[bilu1245][blb]'
'Hoava_[hoav1238][hoa]'	1211	PH	hoa	Hoava	1	anes	Oceanic	Solomon Islands	Pacific	460	#VALUE!	157:30:00	21	16	0	5	'Hoava_[hoav1238][hoa]'
'Filipino_[fili1244][fil]'	1212	PH	fil	Filipino	1	anes	Meso-Philippine	Philippines	Asia	25,000,000	NULL	NULL	27	17	0	10	'Filipino_[fili1244][fil]'
'Ngad-'a_[ngad1261][nxg]'	1213	PH	nxg	Ngad'a; Ngadha	1	anes	Central Malayo-Polynesian	Indonesia	Asia	60,000	#VALUE!	120:55:00	27	21	0	6	'Ngad-'a_[ngad1261][nxg]'
'Muna_[muna1247][mnb]'	1214	PH	mnb	Muna	1	anes	Sulawesi	Indonesia	Asia	300,000	-5:0	122:25:00	33	28	0	5	'Muna_[muna1247][mnb]'
'Ke-'o_[keoo1238][xxk]'	1215	PH	xxk	Ke'o; KeÌÅo	1	anes	Central Malayo-Polynesian	Indonesia	Asia	40,000	#VALUE!	121:15:00	30	24	0	6	'Ke-'o_[keoo1238][xxk]'
'Aheu_[aheu1239][thm]'	1216	PH	thm	Aheu; Thavung	1	ausa	Khmer	Thailand	Asia	750	17:25	103:20:00	47	20	4	23	'Aheu_[aheu1239][thm]'
'Sakirabia_[saki1248][skf]'	1217	PH	skf	SakirabiaÌÅ; Mekens	2	tupi	Tupari	Brazil	America	23	#VALUE!	#VALUE!	35	15	0	20	'Sakirabia_[saki1248][skf]'
'Tiwi_[tiwi1244][tiw]'	1218	PH	tiw	Tiwi	1	aust	Tiwian	Australia	Pacific	1,830	#VALUE!	131:00:00	18	14	0	4	'Tiwi_[tiwi1244][tiw]'
'Torwali_[torw1241][trw]'	1219	PH	trw	Torwali	1	ieur	Indic	Pakistan	Asia	60,000	34:15:00	72:00:00	51	38	0	13	'Torwali_[torw1241][trw]'
'Thulung_[thul1246][tdh]'	1220	PH	tdh	Thulung; Thulung Rai	1	sitb	Bodic	Nepal	Asia	30,000	27:25:00	86:30:00	38	30	0	8	'Thulung_[thul1246][tdh]'
'Tshangla_[tsha1245][tsj]'	1221	PH	tsj	Tshangla	1	sitb	Bodic	Bhutan	Asia	157,000	27:50:00	92:10:00	37	32	0	5	'Tshangla_[tsha1245][tsj]'
'Tsafiki_[colo1256][cof]'	1222	PH	cof	Colorado; Tsafiki	2	barb	Barbacoan	Ecuador	America	2,300	00:15	#VALUE!	25	16	0	9	'Tsafiki_[colo1256][cof]'
'Tz-'utujil_[tzut1248][tzj]'	1223	PH	tzj	Tzutujil	1	maya	Mayan	Guatemala	America	50,000	14:36	#VALUE!	35	25	0	10	'Tz-'utujil_[tzut1248][tzj]'
'Pwo_Northern_Karen_[pwon1235][pww]'	1224	PH	pww	Pwo Karen	1	sitb	Karen	Thailand	Asia	60,000	15:10	99:00:00	52	23	5	24	'Pwo_Northern_Karen_[pwon1235][pww]'
'Tuvinian_[tuvi1240][tyv]'	1225	PH	tyv	Tuva; Tuvan	1	altc	Turkic	Russian Federation	Europe	235,000	51:00:00	96:00:00	37	21	0	16	'Tuvinian_[tuvi1240][tyv]'
'Kinnauri_[kinn1249][kfk]'	1226	PH	kfk	Kinnauri; Kanauri	1	sitb	Bodic	India	Asia	63,800	31:30:00	78:00:00	46	31	0	15	'Kinnauri_[kinn1249][kfk]'
'Mewati_[mewa1250][wtm]'	1227	PH	wtm	Mewati	1	ieur	Indic	India	Asia	5,000,000	NULL	NULL	50	30	0	20	'Mewati_[mewa1250][wtm]'
'Anejom_[anei1239][aty]'	1228	PH	aty	Aneityum; AnejomÌƒ	1	anes	Oceanic	Vanuatu	Pacific	900	#VALUE!	169:50:00	26	21	0	5	'Anejom_[anei1239][aty]'
'Zaiwa_[zaiw1241][atb]'	1229	PH	atb	Zaiwa	1	sitb	Burmese-Lolo	China	Asia	80,000	24:13:00	98:14:00	32	21	3	8	'Zaiwa_[zaiw1241][atb]'
'Chickasaw_[chic1270][cic]'	1230	PH	cic	Chickasaw	1	musk	Muskogean	United States	America	1,000	33:50:00	-97:0	25	16	0	9	'Chickasaw_[chic1270][cic]'
'Friulian_[friu1240][fur]'	1231	PH	fur	Friulian	1	ieur	Romance	Italy	Europe	794,000	46:00:00	13:00	39	25	0	14	'Friulian_[friu1240][fur]'
'Jicarilla_Apache_[jica1244][apj]'	1232	PH	apj	Jicarilla Apache	1	nadn	Athapaskan	United States	America	680	36:50:00	-107:0	56	34	3	19	'Jicarilla_Apache_[jica1244][apj]'
'Ega_[egaa1242][ega]'	1233	PH	ega	Ega	1	ncon	Kwa	CoÌ‚te d'Ivoire	Africa	2,500	NULL	NULL	39	27	3	9	'Ega_[egaa1242][ega]'
'Adamawa_Fulfulde_[adam1253][fub]'	1234	PH	fub	Adamawa Fulfulde; Adamawa Fulani	1	ncon	Northern Atlantic	Cameroon	Africa	669,000	07:00	13:30	36	27	0	9	'Adamawa_Fulfulde_[adam1253][fub]'
'Western_Arrarnta_[west2441][are]'	1235	PH	are	Arrarnte	1	aust	Pama-Nyungan	Australia	Pacific	1,000	#VALUE!	133:45:00	29	26	0	3	'Western_Arrarnta_[west2441][are]'
'Sanum√°_[sanu1240][xsu]'	1236	PH	xsu	Sanuma; SanumaÌÅ	3	yano	Yanomam	Venezuela	America	4,610	04:00	#VALUE!	24	11	0	13	'Sanum√°_[sanu1240][xsu]'
'Wari-'_[wari1268][pav]'	1237	PH	pav	Wari; Wari'; WariÊ”; Oro Nao	2	chaw	Chapacura-Wanham	Brazil	America	1,930	#VALUE!	#VALUE!	20	14	0	6	'Wari-'_[wari1268][pav]'
'Crow_[crow1244][cro]'	1238	PH	cro	Crow	1	siou	Siouan	United States	America	4,280	45:20:00	-107:0	23	10	3	10	'Crow_[crow1244][cro]'
'Ly√©l√©_[lyel1241][lee]'	1240	PH	lee	Lele (LyeÌÅleÌÅ)	1	ncon	Gur	Burkina Faso	Africa	130,000	12:25	#VALUE!	34	21	3	10	'Ly√©l√©_[lyel1241][lee]'
