"Name","glottocode","iso_code","latitude","longitude","BasicWordOrder","AdpositionOrder"
"Shipibo-Konibo","ship1254","shp",-7.5,-75,"SOV","Postpositions"
"Shilluk","shil1265","shk",9.66666666667,31.75,"SVO","Prepositions"
"Shona","shon1251","sna",-18,31,"SVO","Prepositions"
"Shuswap","shus1248","shs",52,-120,"No dominant order","Prepositions"
"Sidaama","sida1246","sid",6.66666666667,38.5,"SOV","Postpositions"
"Sio","sioo1240","xsi",-5.95,147.333333333,"SVO","Prepositions"
"Siar","siar1238","sjr",-4.66666666667,152.916666667,"SVO","Prepositions"
"Sisiqa","baba1268","baa",-7,156.833333333,"SVO","Prepositions"
"Sikuani","guah1255","guh",6.25,-71.5,"SOV","Postpositions"
"Skou","nucl1634","skv",-2.66666666667,140.916666667,"SOV","Postpositions"
"Shekhawati","shek1243","swv",28,75.5,"SOV","Postpositions"
"Slave","slav1253","scs",67,-125,"SOV","Postpositions"
"Saliba (in Papua New Guinea)","sali1295","sbe",-10.5833333333,150.716666667,"SOV","Postpositions"
"Samba Leko","samb1305","ndi",8.5,12.5,"SVO","Postpositions"
"Slovene","slov1268","slv",46,15,"SVO","Prepositions"
"Seme","siam1242","sif",11,-4.91666666667,"SOV","Postpositions"
"Semelai","seme1247","sza",3,103,"No dominant order","Prepositions"
"Seminole","cree1270","mus",33,-84,"SOV","Postpositions"
"Shina","shin1264","scl",36,74,"SOV","Postpositions"
"Sinaugoro","sina1266","snc",-9.83333333333,147.833333333,"SOV","Postpositions"
"Sinhala","sinh1246","sin",7,80.5,"SOV","Postpositions"
"Sanuma","sanu1240","xsu",4.5,-64.6666666667,"SOV","Postpositions"
"Saami (Northern)","nort2671","sme",69,24,"SVO","Postpositions"
"Sentani","nucl1632","set",-2.58333333333,140.583333333,"SOV","Postpositions"
"So","sooo1256","teu",2.58333333333,34.75,"VSO","Prepositions"
"Sobei","sobe1238","sob",-1.91666666667,138.75,"SVO","Prepositions"
"Soddo","kist1241","gru",8.5,38.5,"SOV","No dominant order"
"Somali","soma1255","som",3,45,"SOV","No dominant order"
"Sonsorol-Tobi","sons1242","sov",5.33333333333,132.25,"SVO","Prepositions"
"Spanish","stan1288","spa",40,-4,"SVO","Prepositions"
"Squamish","squa1248","squ",49.6666666667,-123.166666667,"VSO","Prepositions"
"Sorbian","sorb1249","dsb",51.5,14,"SOV","Prepositions"
"Sarcee","sars1236","srs",52.5,-116,"SOV","Postpositions"
"Sre","koho1244","kpm",11.5,108,"SVO","Prepositions"
"Sirionó","siri1273","srq",-15.5833333333,-64,"SOV","Postpositions"
"Siroi","siro1249","ssd",-5.5,146,"SOV","Postpositions"
"Santa","dong1285","sce",31.5,107.5,"SOV","Postpositions"
"Stieng","stie1250","stt",11.8333333333,106.75,"SVO","Prepositions"
"Santali","sant1410","sat",24.5,87,"SOV","Postpositions"
"Suena","suen1241","sue",-7.75,147.55,"SOV","Postpositions"
"Sundanese","sund1252","sun",-7,107,"SVO","Prepositions"
"Supyire","supy1237","spp",11.5,-5.58333333333,"SOV","Postpositions"
"Susu","susu1250","sus",10,-13,"SOV","Postpositions"
"Swahili","swah1253","swh",-6.5,39,"SVO","Prepositions"
"Swedish","swed1254","swe",60,15,"SVO","Prepositions"
"Salt-Yui","salt1242","sll",-6.28333333333,145.033333333,"SOV","Postpositions"
"Taba","east2440","mky",0,127.5,"SVO","Prepositions"
"Tacana","taca1256","tna",-13.5,-68,"No dominant order","Postpositions"
"Tahitian","tahi1242","tah",-17.6666666667,-149.583333333,"VSO","Prepositions"
"Tajik","taji1245","tgk",38.6666666667,70,"SOV","Prepositions"
"Takia","taki1248","tbc",-4.66666666667,146,"SOV","Postpositions"
"Talinga","tali1258","tlj",0.416666666667,29.6666666667,"SVO","Prepositions"
"Tamang (Eastern)","east2347","tge",27.5,85.6666666667,"SOV","Postpositions"
"Tariana","tari1256","tae",1,-69.1666666667,"SOV","Postpositions"
"Tauya","tauy1241","tya",-5.75,145.333333333,"SOV","Postpositions"
"Tawala","tawa1275","tbo",-10.3333333333,150.666666667,"SOV","No dominant order"
"Tabla","tabl1243","tnm",-2.45,140.416666667,"SOV","Postpositions"
"Tboli","tbol1240","tbl",6.16666666667,124.5,"VSO","Prepositions"
"Tobati","toba1266","tti",-2.58333333333,140.666666667,"OSV","Postpositions"
"Tubu","tebu1238","tuq",16,15,"SOV","Postpositions"
"Tabwa","taab1238","tap",-8,29.5,"SVO","Prepositions"
"Tarahumara (Central)","cent2131","tar",27.5,-107.5,"SOV","Postpositions"
"Tepehua (Huehuetla)","hueh1236","tee",20.5,-98,"No dominant order","Prepositions"
"Telugu","telu1262","tel",16,79,"SOV","Postpositions"
"Tennet","tenn1246","tex",4.41666666667,32.5,"VSO","No dominant order"
"Teop","teop1238","tio",-5.66666666667,155,"SVO","Prepositions"
"Tepehua (Tlachichilco)","tlac1235","tpt",20.5833333333,-98.25,"SVO","Prepositions"
"Tera","tera1251","ttr",11,11.8333333333,"SVO","Prepositions"
"Teso","teso1249","teo",1.83333333333,33.8333333333,"VSO","Prepositions"
"Tetela","tete1250","tll",-4,24,"SVO","Prepositions"
"Tigak","tiga1245","tgc",-2.71666666667,150.8,"SVO","Prepositions"
"Tshangla","tsha1245","tsj",27.8333333333,92.1666666667,"SOV","Postpositions"
"Tigré","tigr1270","tig",16.5,38.5,"SOV","Prepositions"
"Thai","thai1261","tha",16,101,"SVO","Prepositions"
"Thangmi","than1259","thf",27.75,86,"SOV","Postpositions"
"Thompson","thom1243","thp",49.75,-121.75,"No dominant order","Prepositions"
"Thulung","thul1246","tdh",27.4166666667,86.5,"SOV","Postpositions"
"Kuuk Thaayorre","thay1249","thd",-14.5833333333,141.833333333,"SOV","Inpositions"
"Tidore","tido1248","tvo",0.75,127.5,"SVO","Prepositions"
"Tigrinya","tigr1271","tir",14.5,38.5,"SOV","Prepositions"
"Timugon","timu1262","tih",5,116,"VSO","Prepositions"
"Tinrin","tiri1258","cir",-21.6666666667,165.75,"No dominant order","Prepositions"
"Tiriyo","trio1238","tri",3.25,-55.75,"OVS","Postpositions"
"Tiv","tivv1240","tiv",7.5,9,"SVO","Prepositions"
"Turkmen","turk1304","tuk",40,58,"SOV","Postpositions"
"Tolai","kuan1248","ksd",-4.25,152.083333333,"SVO","Prepositions"
"Telefol","tele1256","tlf",-5,141.75,"SOV","Postpositions"
"Tlingit","tlin1245","tli",59,-135,"SOV","Postpositions"
"Tobelo","tobe1252","tlb",1.5,128.5,"SOV","Prepositions"
"Tlapanec","acat1239","tcf",17.0833333333,-99,"VSO","Prepositions"
"Tamil","tami1289","tam",11,78.5,"SOV","Postpositions"
"Tibetan (Modern Literary)","tibe1272","bod",29.8333333333,91.5,"SOV","Postpositions"
"Temiar","temi1246","tea",5,101.5,"SVO","Prepositions"
"Turkana","turk1308","tuv",3,35.5,"VSO","Prepositions"
"Temne","timn1235","tem",8.66666666667,-13.0833333333,"SVO","Prepositions"
"Tongan","tong1325","ton",-21.1666666667,-175.166666667,"No dominant order","Prepositions"
"Tungak","tung1290","lcm",-2.55,150.25,"SVO","Prepositions"
"Tondano","tond1251","tdn",1.25,125,"No dominant order","Prepositions"
"Tepehuan (Northern)","nort2959","ntp",26.3333333333,-107,"VSO","Postpositions"
"Tupuri","tupu1244","tui",10.1666666667,14.75,"SVO","Prepositions"
"Tapieté","tapi1253","tpj",-19.75,-61.6666666667,"SOV","Prepositions"
"Teribe","teri1250","tfr",9.33333333333,-82.6666666667,"SOV","Postpositions"
"Trique (Copala)","copa1237","trc",17.1666666667,-97.9166666667,"VSO","Prepositions"
"Torwali","torw1241","trw",34.25,72,"SOV","Postpositions"
"Tsafiki","colo1256","cof",-1,-79.3333333333,"SOV","Postpositions"
"Tümpisa Shoshone","pana1305","par",37,-117,"SOV","Inpositions"
"Tsimshian (Coast)","nucl1649","tsi",52.5,-129,"VSO","Prepositions"
"Tamashek","tama1365","taq",20,-2,"VSO","Prepositions"
"Tsez","dido1241","ddo",42.25,45.75,"SOV","Postpositions"
"Tetun Dili","tetu1245","tet",-8.58333333333,125.583333333,"SVO","Prepositions"
"Tutelo","tute1247","tta",37.6666666667,-78.75,"SOV","Postpositions"
"Tsova-Tush","bats1242","bbl",42.5,45.5,"SOV","Postpositions"
"Tukang Besi","tuka1247","bhq",-5.5,123.5,"VOS","Prepositions"
"Tulu","tulu1258","tcy",12.75,75.3333333333,"SOV","Postpositions"
"Turkish","nucl1301","tur",39,35,"SOV","Postpositions"
"Tuvan","tuvi1240","tyv",52,95,"SOV","Postpositions"
"Tuyuca","tuyu1244","tue",0.5,-70.0833333333,"SOV","Postpositions"
"Tuvaluan","tuva1244","tvl",-8.5,179.166666667,"OVS","Prepositions"
"Tatar","tata1255","tat",56,49.5,"SOV","Postpositions"
"Tarahumara (Western)","lowl1265","tac",27.5,-108,"SOV","No dominant order"
"Totonac (Xicotepec de Juárez)","xico1235","too",20.4166666667,-97.8333333333,"SVO","Prepositions"
"Tzutujil","cakc1244","tzt",14.6666666667,-91.3333333333,"No dominant order","Prepositions"
"Ubykh","ubyk1235","uby",43.6666666667,39.6666666667,"SOV","Postpositions"
"Udihe","udih1248","ude",47.6666666667,136.25,"SOV","Postpositions"
"Udmurt","udmu1245","udm",57.5,52.5,"SOV","Postpositions"
"Ukrainian","ukra1253","ukr",49,33,"SVO","Prepositions"
"Uldeme","wuzl1236","udl",10.95,14.1166666667,"SVO","Prepositions"
"Ulithian","ulit1238","uli",9.91666666667,139.583333333,"SVO","Prepositions"
"Una","unaa1239","mtg",-4.66666666667,140,"SOV","Postpositions"
"Ungarinjin","ngar1284","ung",-16.3333333333,126,"OVS","Postpositions"
"Urdu","urdu1245","urd",25,67,"SOV","Postpositions"
"Urubú-Kaapor","urub1250","urb",-2.33333333333,-46.5,"SOV","Postpositions"
"Urak Lawoi'","urak1238","urk",8,98.3333333333,"SVO","Prepositions"
"Usan","usan1239","wnu",-4.83333333333,145.166666667,"SOV","Postpositions"
"Vai","vaii1241","vai",6.91666666667,-11.25,"SOV","Postpositions"
"Vietnamese","viet1252","vie",10.5,106.5,"SVO","Prepositions"
"Vinmavis","vinm1237","vnm",-16.1666666667,167.416666667,"SVO","Prepositions"
"Wahgi","wahg1249","whg",-5.83333333333,144.716666667,"SOV","Postpositions"
"Wai Wai","waiw1244","waw",1,-59,"No dominant order","Postpositions"
"Wakhi","wakh1245","wbl",36.5,72,"SOV","No dominant order"
"Walman","valm1241","van",-3.21666666667,142.5,"SVO","Postpositions"
"Wari'","wari1268","pav",-11.3333333333,-65,"VOS","Prepositions"
"Wayampi","waya1270","oym",1,-52,"SOV","Postpositions"
"Wambon","wamb1259","wms",-5.5,140.416666667,"SOV","Postpositions"
"Wichí","wich1264","mzh",-22.5,-62.5833333333,"SVO","Prepositions"
"Wedau","weda1241","wed",-10.1666666667,150.166666667,"SOV","No dominant order"
"Welsh","wels1247","cym",52,-3,"VSO","Prepositions"
"Wichita","wich1260","wic",33.3333333333,-97.3333333333,"No dominant order","No adpositions"
"Wiyot","wiyo1248","wiy",40.8333333333,-124.166666667,"No dominant order","No dominant order"
"Wolof","nucl1347","wol",15.25,-16,"SVO","Prepositions"
"Wolio","woli1241","wlo",-5.5,122.75,"VSO","Prepositions"
"West Makian","west2600","mqs",0.5,127.583333333,"SVO","Prepositions"
"Wambule","wamb1257","wme",29.25,85.9166666667,"SOV","Postpositions"
"Wan","wann1242","wan",7.83333333333,-5.86666666667,"SOV","Postpositions"
"Woleaian","wole1240","woe",7.33333333333,143.833333333,"SVO","Prepositions"
"Wardaman","ward1246","wrr",-15.5,131,"No dominant order","Postpositions"
"Warekena","guar1293","gae",1.5,-67.5,"SVO","Prepositions"
"Warembori","ware1253","wsa",-1.66666666667,137.583333333,"SVO","Prepositions"
"Warrwa","warr1258","wwr",-17.5,123.5,"No dominant order","Inpositions"
"Waray (in Australia)","wara1290","wrz",-13.1666666667,131.25,"SVO","Postpositions"
"Waskia","wask1241","wsk",-4.5,146,"SOV","Postpositions"
"Xârâcùù","xara1244","ane",-21.6666666667,166,"SVO","Prepositions"
"Xasonga","xaas1235","kao",14.25,-10.5,"SOV","Postpositions"
"Kombio","komb1272","xbi",-3.5,142.75,"SVO","Prepositions"
"Xhosa","xhos1239","xho",-32,27,"SVO","Prepositions"
"Kanashi","kana1283","xns",32.0833333333,77.25,"SOV","Postpositions"
"Yagua","yagu1244","yad",-3.5,-72,"No dominant order","Postpositions"
"Yale (Kosarek)","kosa1249","kkl",-4.08333333333,139.5,"SOV","Postpositions"
"Yapese","yape1248","yap",9.58333333333,138.166666667,"VSO","Prepositions"
"Yaqui","yaqu1251","yaq",27.5,-110.25,"SOV","Postpositions"
"Yareba","yare1248","yrb",-9.5,148.5,"SOV","Postpositions"
"Yucuna","yucu1253","ycn",-0.75,-71,"SVO","Postpositions"
"Yei","yeii1239","jei",-7.91666666667,140.916666667,"SOV","Postpositions"
"Yi","sich1238","iii",24,104,"SOV","Postpositions"
"Yidiny","yidi1250","yii",-17,145.75,"SOV","No adpositions"
"Yindjibarndi","yind1247","yij",-21.75,117.916666667,"SVO","No dominant order"
"Yukaghir (Kolyma)","sout2750","yux",65.75,150.833333333,"SOV","Postpositions"
"Yakut","yaku1245","sah",62,130,"SOV","Postpositions"
"Yelmek","yelm1242","jel",-7.66666666667,139.166666667,"SOV","Postpositions"
"Yokuts (Yaudanchi)","yoku1256","yok",36.0833333333,-119.083333333,"No dominant order","Prepositions"
"Yoruba","yoru1245","yor",8,4.33333333333,"SVO","Prepositions"
"Yaqay","yaqa1246","jaq",-6.58333333333,139.25,"SOV","Postpositions"
"Yukaghir (Tundra)","nort2745","ykg",69,155,"SOV","Postpositions"
"Yulu","yulu1243","yul",8.5,25.25,"SVO","Prepositions"
"Yurok","yuro1248","yur",41.3333333333,-124,"No dominant order","No dominant order"
"Yuwaalaraay","gami1243","kld",-29.5,148,"SOV","No adpositions"
"Yawuru","yawu1244","ywr",-18,122.5,"No dominant order","Inpositions"
"Beria","zagh1240","zag",16,23,"SOV","Postpositions"
"Zapotec (Isthmus)","isth1244","zai",16.416667,-95,"VSO","Prepositions"
"Zande","zand1248","zne",4,26,"SVO","Prepositions"
"Zapotec (Mitla)","mitl1236","zaw",16.8,-96.25,"VSO","Prepositions"
"Zarma","zarm1239","dje",13.8333333333,2.16666666667,"No dominant order","Postpositions"
"Zazaki","diml1238","diq",39,41,"SOV","Postpositions"
"Zoque (Chimalapa)","chim1300","zoh",16.75,-94.75,"SVO","Postpositions"
"Zhuang (Northern)","guib1245","zgb",24,108,"SVO","Prepositions"
"Zoque (Copainalá)","copa1236","zoc",17,-93.25,"VOS","No adpositions"
"Zoque (Soteapan)","high1276","poi",18.3333333333,-95.1666666667,"SVO","Prepositions"
"Zulu","zulu1248","zul",-30,30,"SVO","Prepositions"
